,Descripcio,Nom_comercial,Codi_carrer,Nom_carrer,Numero_inf,Lletra_inf,Accessori_inf,Numero_sup,Lletra_sup, Accessori_sup,Escala,Pis,Porta,Id_edifici,Sector,utm_x_etrs89, utm_y_etrs89,lon,lat,Year
4482,HABITATGE D'ÚS TURÍSTIC,-,520,Carrer dels Remences,2,-,N,-,-,N,-,4,-,4253,Eixample Nord,484612.0,4647636.0,"2,81425065","41,98057341",2022
4486,HABITATGE D'ÚS TURÍSTIC,-,523,Carrer de la Riera Bugantó,3,-,N,-,-,N,-,5,9,10123,Palau,485524.0,4646157.0,"2,82529581","41,96726983",2022
4489,HABITATGE D'ÚS TURÍSTIC,-,523,Carrer de la Riera Bugantó,5,-,N,-,-,N,-,1,5,10124,Palau,485483.0,4646164.0,"2,82480083","41,96733212",2022
4491,HABITATGE D'ÚS TURÍSTIC,-,523,Carrer de la Riera Bugantó,7,-,N,-,-,N,-,1,1,10037,Palau,485454.0,4646164.0,"2,82445084","41,96733159",2022
4507,HABITATGE D'ÚS TURÍSTIC,-,532,Carrer de la Riera Rimau,13,-,N,-,-,N,-,4,2,8163,Taialà,484066.0,4649280.0,"2,80761532","41,99536946",2022
4514,HABITATGE D'ÚS TURÍSTIC,-,534,Carrer del Riu Brugent,3,-,N,-,-,N,-,-,-,3543,Palau,484429.0,4645514.0,"2,81209784","41,96145767",2022
4523,HABITATGE D'ÚS TURÍSTIC,-,537,Carrer del Riu Ser,8,-,N,-,-,N,-,1,4,9069,Eixample Sud,484806.0,4646529.0,"2,81662103","41,97060680",2022
4533,HABITATGE D'ÚS TURÍSTIC,-,551,Carrer de la Rosa,2,-,N,-,-,N,-,1,D,11036,Barri Vell,485579.0,4648613.0,"2,82589933","41,98939119",2022
4534,HABITATGE D'ÚS TURÍSTIC,-,551,Carrer de la Rosa,5,-,N,-,-,N,-,BS,1,11015,Barri Vell,485587.0,4648628.0,"2,82599555","41,98952644",2022
4535,HABITATGE D'ÚS TURÍSTIC,-,551,Carrer de la Rosa,7,-,N,-,-,N,-,2,1,6338,Barri Vell,485603.0,4648622.0,"2,82618886","41,98947269",2022
4536,HABITATGE D'ÚS TURÍSTIC,-,551,Carrer de la Rosa,11,A,N,-,-,N,-,-,-,11311,Barri Vell,485617.0,4648618.0,"2,82635797","41,98943692",2022
4553,HABITATGE D'ÚS TURÍSTIC,-,556,Carrer de la Rutlla,5,-,N,-,-,N,-,1,1,1248,Eixample Nord,485403.0,4647403.0,"2,82380460","41,97848991",2022
4554,HABITATGE D'ÚS TURÍSTIC,-,556,Carrer de la Rutlla,5,-,N,-,-,N,-,1,2,1248,Eixample Nord,485403.0,4647403.0,"2,82380460","41,97848991",2022
4675,HABITATGE D'ÚS TURÍSTIC,SLEEP & STAY,557,Carrer de Sacsimort,4,-,N,-,-,N,-,1,1,12869,Barri Vell,485564.0,4648523.0,"2,82572046","41,98858032",2022
4676,HABITATGE D'ÚS TURÍSTIC,-,557,Carrer de Sacsimort,4,-,N,-,-,N,-,3,1,12869,Barri Vell,485564.0,4648523.0,"2,82572046","41,98858032",2022
4677,HABITATGE D'ÚS TURÍSTIC,GIROSTAY,557,Carrer de Sacsimort,4,-,N,-,-,N,-,BS,1,12869,Barri Vell,485564.0,4648523.0,"2,82572046","41,98858032",2022
4678,HABITATGE D'ÚS TURÍSTIC,BRAVÍSSIMO,557,Carrer de Sacsimort,4,-,N,-,-,N,-,BS,2,12869,Barri Vell,485564.0,4648523.0,"2,82572046","41,98858032",2022
4751,HABITATGE D'ÚS TURÍSTIC,-,560,Ronda de Sant Antoni Maria Claret,30,-,N,32,-,N,-,3,4,1335,Eixample Nord,485246.0,4647441.0,"2,82190856","41,97882923",2022
4764,HABITATGE D'ÚS TURÍSTIC,GIROSTAY,560,Ronda de Sant Antoni Maria Claret,51,-,N,-,-,N,-,1,2,1339,Eixample Nord,485285.0,4647458.0,"2,82237889","41,97898308",2022
4765,HABITATGE D'ÚS TURÍSTIC,GIROSTAY,560,Ronda de Sant Antoni Maria Claret,51,-,N,-,-,N,-,2,1,1339,Eixample Nord,485285.0,4647458.0,"2,82237889","41,97898308",2022
4766,HABITATGE D'ÚS TURÍSTIC,-,560,Ronda de Sant Antoni Maria Claret,51,-,N,-,-,N,-,3,-,1339,Eixample Nord,485285.0,4647458.0,"2,82237889","41,97898308",2022
4767,HABITATGE D'ÚS TURÍSTIC,SANT DANIEL,562,Carrer de Sant Daniel,4,-,N,-,-,N,-,BS,1,6921,Sant Daniel,485712.0,4648506.0,"2,82750760","41,98842991",2022
4768,HABITATGE D'ÚS TURÍSTIC,-,562,Carrer de Sant Daniel,4,-,N,-,-,N,-,BS,2,6921,Sant Daniel,485712.0,4648506.0,"2,82750760","41,98842991",2022
4778,HABITATGE D'ÚS TURÍSTIC,-,565,Pujada de Sant Domènec,3,-,N,-,-,N,-,1,2,5897,Barri Vell,485619.0,4648138.0,"2,82639387","41,98511377",2022
4783,HABITATGE D'ÚS TURÍSTIC,-,565,Pujada de Sant Domènec,10,-,N,-,-,N,-,1,-,13005,Barri Vell,,,,,2022
4784,HABITATGE D'ÚS TURÍSTIC,-,565,Pujada de Sant Domènec,10,-,N,-,-,N,-,2,-,13005,Barri Vell,,,,,2022
4785,HABITATGE D'ÚS TURÍSTIC,SANT DOMENEC POOL APARTMENTS,565,Pujada de Sant Domènec,13,-,N,-,-,N,-,1,1,5892,Barri Vell,485672.0,4648193.0,"2,82703233","41,98561010",2022
4786,HABITATGE D'ÚS TURÍSTIC,SANT DOMENEC POOL APARTMENTS,565,Pujada de Sant Domènec,13,-,N,-,-,N,-,1,2,5892,Barri Vell,485672.0,4648193.0,"2,82703233","41,98561010",2022
4787,HABITATGE D'ÚS TURÍSTIC,SANT DOMENEC POOL APARTMENTS,565,Pujada de Sant Domènec,13,-,N,-,-,N,-,2,2,5892,Barri Vell,485672.0,4648193.0,"2,82703233","41,98561010",2022
4789,HABITATGE D'ÚS TURÍSTIC,SANT DOMENEC POOL APARTMENTS,565,Pujada de Sant Domènec,13,-,N,-,-,N,-,3,2,5892,Barri Vell,485672.0,4648193.0,"2,82703233","41,98561010",2022
4821,HABITATGE D'ÚS TURÍSTIC,-,568,Pujada de Sant Feliu,17,-,N,-,-,N,-,4,-,6024,Barri Vell,485436.0,4648361.0,"2,82417919","41,98711889",2022
4855,HABITATGE D'ÚS TURÍSTIC,-,569,Avinguda de Sant Francesc,15,-,N,-,-,N,-,3,-,1021,Mercadal,485215.0,4647817.0,"2,82152491","41,98221516",2022
4857,HABITATGE D'ÚS TURÍSTIC,-,569,Avinguda de Sant Francesc,18,-,N,-,-,N,-,2,A,3664,Mercadal,485237.0,4647857.0,"2,82178947","41,98257583",2022
4858,HABITATGE D'ÚS TURÍSTIC,-,569,Avinguda de Sant Francesc,18,-,N,-,-,N,-,3,A,3664,Mercadal,485237.0,4647857.0,"2,82178947","41,98257583",2022
4893,HABITATGE D'ÚS TURÍSTIC,-,573,Carrer de Sant Ignasi,27,-,N,-,-,N,-,2,1,1596,Eixample Sud,484798.0,4646587.0,"2,81652298","41,97112903",2022
4896,HABITATGE D'ÚS TURÍSTIC,GRUP FJ TECNICS 2005 SL,574,Carrer de Sant Isidre,29,-,N,31,-,N,-,1,1,11420,Eixample Sud,484746.0,4646411.0,"2,81589994","41,96954285",2022
4957,HABITATGE D'ÚS TURÍSTIC,-,576,Carrer de Sant Joan Baptista de La Salle,20,-,N,-,-,N,-,1,2,1318,Eixample Nord,485134.0,4647313.0,"2,82055988","41,97767428",2022
4961,HABITATGE D'ÚS TURÍSTIC,IBON,576,Carrer de Sant Joan Baptista de La Salle,21,-,N,-,-,N,-,1,1,2715,Eixample Nord,485132.0,4647272.0,"2,82053678","41,97730497",2022
4971,HABITATGE D'ÚS TURÍSTIC,-,576,Carrer de Sant Joan Baptista de La Salle,27,-,N,-,-,N,-,EN,2,1397,Eixample Nord,485030.0,4647305.0,"2,81930476","41,97760026",2022
4993,HABITATGE D'ÚS TURÍSTIC,-,576,Carrer de Sant Joan Baptista de La Salle,39,-,N,-,-,N,-,5,-,12102,Eixample Nord,484973.0,4647312.0,"2,81861656","41,97766222",2022
5001,HABITATGE D'ÚS TURÍSTIC,-,578,Carrer de Sant Josep,4,-,N,-,-,N,-,1,-,45,Barri Vell,485576.0,4647889.0,"2,82588089","41,98287033",2022
5002,HABITATGE D'ÚS TURÍSTIC,-,578,Carrer de Sant Josep,4,-,N,-,-,N,-,2,-,45,Barri Vell,485576.0,4647889.0,"2,82588089","41,98287033",2022
5003,HABITATGE D'ÚS TURÍSTIC,-,578,Carrer de Sant Josep,4,-,N,-,-,N,-,3,-,45,Barri Vell,485576.0,4647889.0,"2,82588089","41,98287033",2022
5004,HABITATGE D'ÚS TURÍSTIC,-,578,Carrer de Sant Josep,9,-,N,-,-,N,-,1,-,50,Barri Vell,485588.0,4647880.0,"2,82602596","41,98278949",2022
5005,HABITATGE D'ÚS TURÍSTIC,-,578,Carrer de Sant Josep,9,-,N,-,-,N,-,2,-,50,Barri Vell,485588.0,4647880.0,"2,82602596","41,98278949",2022
5006,HABITATGE D'ÚS TURÍSTIC,-,578,Carrer de Sant Josep,9,-,N,-,-,N,-,3,-,50,Barri Vell,485588.0,4647880.0,"2,82602596","41,98278949",2022
5007,HABITATGE D'ÚS TURÍSTIC,CASA PALLOL,578,Carrer de Sant Josep,11,-,N,-,-,N,-,-,-,56,Barri Vell,485590.0,4647876.0,"2,82605020","41,98275350",2022
5008,HABITATGE D'ÚS TURÍSTIC,-,579,Plaça de Sant Josep,4,-,N,-,-,N,-,2,2,16,Barri Vell,485585.0,4647988.0,"2,82598710","41,98376215",2022
5009,HABITATGE D'ÚS TURÍSTIC,-,579,Plaça de Sant Josep,4,-,N,-,-,N,-,3,2,16,Barri Vell,485585.0,4647988.0,"2,82598710","41,98376215",2022
5014,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,581,Pujada de Sant Martí,8,-,N,-,-,N,-,1,1,5860,Barri Vell,485630.0,4648043.0,"2,82652898","41,98425834",2022
5015,HABITATGE D'ÚS TURÍSTIC,SOMS GRANADOS,581,Pujada de Sant Martí,8,-,N,-,-,N,-,2,1,5860,Barri Vell,485630.0,4648043.0,"2,82652898","41,98425834",2022
5017,HABITATGE D'ÚS TURÍSTIC,-,581,Pujada de Sant Martí,8,-,N,-,-,N,-,BS,2,5860,Barri Vell,485630.0,4648043.0,"2,82652898","41,98425834",2022
5031,HABITATGE D'ÚS TURÍSTIC,-,585,Avinguda de Sant Narcís,1,-,N,-,-,N,-,2,2,4287,Eixample Nord,484563.0,4647550.0,"2,81366143","41,97979787",2022
5054,HABITATGE D'ÚS TURÍSTIC,-,585,Avinguda de Sant Narcís,34,-,N,-,-,N,-,6,1,5502,Eixample Nord,484540.0,4647264.0,"2,81339132","41,97722152",2022
5057,HABITATGE D'ÚS TURÍSTIC,-,585,Avinguda de Sant Narcís,41,-,N,-,-,N,-,-,-,4328,Eixample Nord,484569.0,4647267.0,"2,81374129","41,97724911",2022
5111,HABITATGE D'ÚS TURÍSTIC,-,586,Carrer de Sant Pau,3,-,N,-,-,N,-,1,-,9177,Barri Vell,485490.0,4648627.0,"2,82482452","41,98951565",2022
5112,HABITATGE D'ÚS TURÍSTIC,-,586,Carrer de Sant Pau,7,-,N,-,-,N,-,1,-,10993,Barri Vell,485496.0,4648637.0,"2,82489671","41,98960583",2022
5115,HABITATGE D'ÚS TURÍSTIC,-,587,Plaça de Sant Pere,2,-,N,-,-,N,-,1,2,6323,Barri Vell,485503.0,4648621.0,"2,82498162","41,98946185",2022
5116,HABITATGE D'ÚS TURÍSTIC,-,587,Plaça de Sant Pere,2,-,N,-,-,N,-,3,1,6323,Barri Vell,485503.0,4648621.0,"2,82498162","41,98946185",2022
5118,HABITATGE D'ÚS TURÍSTIC,-,587,Plaça de Sant Pere,3,-,N,-,-,N,-,3,1,10992,Barri Vell,485513.0,4648626.0,"2,82510222","41,98950707",2022
5119,HABITATGE D'ÚS TURÍSTIC,-,587,Plaça de Sant Pere,3,-,N,-,-,N,-,3,2,10992,Barri Vell,485513.0,4648626.0,"2,82510222","41,98950707",2022
5120,HABITATGE D'ÚS TURÍSTIC,-,587,Plaça de Sant Pere,4,-,N,-,-,N,-,-,-,6321,Barri Vell,485518.0,4648633.0,"2,82516241","41,98957021",2022
5123,HABITATGE D'ÚS TURÍSTIC,-,587,Plaça de Sant Pere,7,-,N,-,-,N,-,1,-,6318,Barri Vell,485527.0,4648649.0,"2,82527067","41,98971448",2022
5125,HABITATGE D'ÚS TURÍSTIC,-,587,Plaça de Sant Pere,10,-,N,-,-,N,-,1,-,6315,Barri Vell,485537.0,4648658.0,"2,82539118","41,98979572",2022
5127,HABITATGE D'ÚS TURÍSTIC,-,587,Plaça de Sant Pere,11,A,N,-,-,N,-,2,A,10272,Pedret,485549.0,4648706.0,"2,82553487","41,99022826",2022
5159,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,8,-,N,-,-,N,-,2,1,3681,Mercadal,485326.0,4647848.0,"2,82286405","41,98249644",2022
5160,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,593,Carrer de Santa Clara,8,-,N,-,-,N,-,3,2,3681,Mercadal,485326.0,4647848.0,"2,82286405","41,98249644",2022
5177,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,25,-,N,-,-,N,-,1,1,3717,Mercadal,485321.0,4647990.0,"2,82280015","41,98377529",2022
5178,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,25,-,N,-,-,N,-,1,2,3717,Mercadal,485321.0,4647990.0,"2,82280015","41,98377529",2022
5179,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,25,-,N,-,-,N,-,2,1,3717,Mercadal,485321.0,4647990.0,"2,82280015","41,98377529",2022
5180,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,25,-,N,-,-,N,-,2,2,3717,Mercadal,485321.0,4647990.0,"2,82280015","41,98377529",2022
5181,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,25,-,N,-,-,N,-,3,1,3717,Mercadal,485321.0,4647990.0,"2,82280015","41,98377529",2022
5182,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,25,-,N,-,-,N,-,EN,1,3717,Mercadal,485321.0,4647990.0,"2,82280015","41,98377529",2022
5183,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,25,-,N,-,-,N,-,EN,2,3717,Mercadal,485321.0,4647990.0,"2,82280015","41,98377529",2022
5189,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,30,-,N,-,-,N,-,1,-,3734,Mercadal,485356.0,4647981.0,"2,82322288","41,98369488",2022
5190,HABITATGE D'ÚS TURÍSTIC,ONYAR RIVER CENTER APARTMENTS,593,Carrer de Santa Clara,30,-,N,-,-,N,-,2,-,3734,Mercadal,485356.0,4647981.0,"2,82322288","41,98369488",2022
5191,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,30,-,N,-,-,N,-,AT,-,3734,Mercadal,485356.0,4647981.0,"2,82322288","41,98369488",2022
5207,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,41,-,N,-,-,N,-,4,-,3753,Mercadal,485360.0,4648075.0,"2,82326882","41,98454158",2022
5222,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,52,-,N,-,-,N,-,2,A,3775,Mercadal,485391.0,4648107.0,"2,82364225","41,98483037",2022
5223,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,52,-,N,-,-,N,-,4,-,3775,Mercadal,485391.0,4648107.0,"2,82364225","41,98483037",2022
5225,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,53,-,N,-,-,N,-,1,1,3799,Mercadal,485360.0,4648137.0,"2,82326728","41,98509999",2022
5226,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,53,-,N,-,-,N,-,1,2,3799,Mercadal,485360.0,4648137.0,"2,82326728","41,98509999",2022
5227,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,53,-,N,-,-,N,-,2,1,3799,Mercadal,485360.0,4648137.0,"2,82326728","41,98509999",2022
5228,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,53,-,N,-,-,N,-,2,2,3799,Mercadal,485360.0,4648137.0,"2,82326728","41,98509999",2022
5229,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,53,-,N,-,-,N,-,3,1,3799,Mercadal,485360.0,4648137.0,"2,82326728","41,98509999",2022
5230,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,53,-,N,-,-,N,-,3,2,3799,Mercadal,485360.0,4648137.0,"2,82326728","41,98509999",2022
5231,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,53,-,N,-,-,N,-,4,1,3799,Mercadal,485360.0,4648137.0,"2,82326728","41,98509999",2022
5232,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,53,-,N,-,-,N,-,4,2,3799,Mercadal,485360.0,4648137.0,"2,82326728","41,98509999",2022
5235,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,55,-,N,-,-,N,-,1,2,3798,Mercadal,485359.0,4648145.0,"2,82325501","41,98517203",2022
5236,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,55,-,N,-,-,N,-,2,2,3798,Mercadal,485359.0,4648145.0,"2,82325501","41,98517203",2022
5245,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,60,-,N,-,-,N,-,EN,1,3779,Mercadal,485388.0,4648143.0,"2,82360514","41,98515455",2022
5246,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,62,-,N,-,-,N,-,1,2,3780,Mercadal,485404.0,4648169.0,"2,82379765","41,98538902",2022
5247,HABITATGE D'ÚS TURÍSTIC,-,593,Carrer de Santa Clara,62,-,N,-,-,N,-,3,2,3780,Mercadal,485404.0,4648169.0,"2,82379765","41,98538902",2022
5306,HABITATGE D'ÚS TURÍSTIC,-,596,Carrer de Santa Eugènia,3,-,N,-,-,N,-,1,1,1106,Eixample Nord,484967.0,4647787.0,"2,81853199","41,98194026",2022
5346,HABITATGE D'ÚS TURÍSTIC,-,596,Carrer de Santa Eugènia,22,-,N,-,-,N,-,3,1,3925,Eixample Nord,484915.0,4647797.0,"2,81790403","41,98202934",2022
5356,HABITATGE D'ÚS TURÍSTIC,-,596,Carrer de Santa Eugènia,32,-,N,-,-,N,-,3,-,3899,Eixample Nord,484855.0,4647773.0,"2,81718037","41,98181203",2022
5359,HABITATGE D'ÚS TURÍSTIC,-,596,Carrer de Santa Eugènia,38,-,N,-,-,N,-,4,2,3903,Eixample Nord,484844.0,4647758.0,"2,81704798","41,98167671",2022
5444,HABITATGE D'ÚS TURÍSTIC,-,596,Carrer de Santa Eugènia,138,-,N,140,-,N,-,1,5,11267,Santa Eugènia,484059.0,4647375.0,"2,80758247","41,97821168",2022
5510,HABITATGE D'ÚS TURÍSTIC,-,603,Carrer de Santander,1,-,N,-,-,N,-,3,2,4633,Eixample Sud,484567.0,4647140.0,"2,81372048","41,97610522",2022
5516,HABITATGE D'ÚS TURÍSTIC,-,603,Carrer de Santander,10,-,N,-,-,N,-,AT,1,4650,Eixample Sud,484581.0,4647083.0,"2,81389095","41,97559212",2022
5520,HABITATGE D'ÚS TURÍSTIC,-,603,Carrer de Santander,25,-,N,-,-,N,B,2,D,4641,Eixample Sud,484606.0,4646946.0,"2,81419629","41,97435870",2022
5568,HABITATGE D'ÚS TURÍSTIC,-,612,Carrer de la Sèquia,9,-,N,-,-,N,-,5,2,3690,Mercadal,485134.0,4647937.0,"2,82054410","41,98329443",2022
5588,HABITATGE D'ÚS TURÍSTIC,-,612,Carrer de la Sèquia,25,-,N,-,-,N,-,2,2,3931,Eixample Nord,484995.0,4647894.0,"2,81886726","41,98290451",2022
5656,HABITATGE D'ÚS TURÍSTIC,-,640,Pujada a la Torrassa,58,-,N,-,-,N,-,2,-,6984,Sant Daniel,485919.0,4648553.0,"2,83000548","41,98885695",2022
5657,HABITATGE D'ÚS TURÍSTIC,-,640,Pujada a la Torrassa,60,-,N,-,-,N,-,2,-,6985,Sant Daniel,485910.0,4648552.0,"2,82989685","41,98884778",2022
5658,HABITATGE D'ÚS TURÍSTIC,-,640,Pujada a la Torrassa,68,-,N,-,-,N,-,1,-,6972,Sant Daniel,485862.0,4648531.0,"2,82931787","41,98865778",2022
5659,HABITATGE D'ÚS TURÍSTIC,-,640,Pujada a la Torrassa,68,-,N,-,-,N,-,2,-,6972,Sant Daniel,485862.0,4648531.0,"2,82931787","41,98865778",2022
5660,HABITATGE D'ÚS TURÍSTIC,-,643,Carrer de la Torre de Sant Narcís,7,-,N,-,-,N,-,-,-,6601,Montjuïc,485990.0,4648827.0,"2,83085610","41,99132603",2022
5664,HABITATGE D'ÚS TURÍSTIC,-,647,Carrer de la Torre Gironella,6,-,N,-,-,N,-,1,C,6209,Torre Gironella,485924.0,4648273.0,"2,83007255","41,98633518",2022
5665,HABITATGE D'ÚS TURÍSTIC,-,647,Carrer de la Torre Gironella,6,-,N,-,-,N,-,1,D,6209,Torre Gironella,485924.0,4648273.0,"2,83007255","41,98633518",2022
5710,HABITATGE D'ÚS TURÍSTIC,-,671,Carrer d'Ultònia,15,-,N,-,-,N,-,2,2,1306,Eixample Nord,485283.0,4647413.0,"2,82235587","41,97857774",2022
5715,HABITATGE D'ÚS TURÍSTIC,FLATELI,671,Carrer d'Ultònia,17,-,N,19,-,N,-,2,B,1298,Eixample Nord,485263.0,4647403.0,"2,82211471","41,97848730",2022
5750,HABITATGE D'ÚS TURÍSTIC,VELO VERN SL,681,Carrer dels Vern,9,-,N,11,-,N,-,1,-,96,Barri Vell,485445.0,4647739.0,"2,82430324","41,98151692",2022
5751,HABITATGE D'ÚS TURÍSTIC,VELO VERN SL,681,Carrer dels Vern,9,-,N,11,-,N,-,2,-,96,Barri Vell,485445.0,4647739.0,"2,82430324","41,98151692",2022
5752,HABITATGE D'ÚS TURÍSTIC,VELO VERN SL,681,Carrer dels Vern,9,-,N,11,-,N,-,3,-,96,Barri Vell,485445.0,4647739.0,"2,82430324","41,98151692",2022
5764,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,4,-,N,-,-,N,-,2,2,77,Barri Vell,485464.0,4647865.0,"2,82452948","41,98265211",2022
5770,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,9,-,N,-,-,N,-,1,1,5720,Barri Vell,485454.0,4647918.0,"2,82440745","41,98312928",2022
5771,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,9,-,N,-,-,N,-,1,2,5720,Barri Vell,485454.0,4647918.0,"2,82440745","41,98312928",2022
5772,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,9,-,N,-,-,N,-,2,1,5720,Barri Vell,485454.0,4647918.0,"2,82440745","41,98312928",2022
5773,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,9,-,N,-,-,N,-,2,2,5720,Barri Vell,485454.0,4647918.0,"2,82440745","41,98312928",2022
5774,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,9,-,N,-,-,N,-,3,1,5720,Barri Vell,485454.0,4647918.0,"2,82440745","41,98312928",2022
5775,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,9,-,N,-,-,N,-,3,2,5720,Barri Vell,485454.0,4647918.0,"2,82440745","41,98312928",2022
5776,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,9,-,N,-,-,N,-,4,1,5720,Barri Vell,485454.0,4647918.0,"2,82440745","41,98312928",2022
5777,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,9,-,N,-,-,N,-,4,2,5720,Barri Vell,485454.0,4647918.0,"2,82440745","41,98312928",2022
5781,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,11,-,N,-,-,N,-,2,1,5719,Barri Vell,485462.0,4647933.0,"2,82450365","41,98326452",2022
5782,HABITATGE D'ÚS TURÍSTIC,-,684,Plaça del Vi,11,-,N,-,-,N,-,4,2,5719,Barri Vell,485462.0,4647933.0,"2,82450365","41,98326452",2022
5804,HABITATGE D'ÚS TURÍSTIC,APARTAMENTS LA DEVESA,689,Rambla de Xavier Cugat,6,-,N,10,-,N,-,1,3,7360,Fontajau,484863.0,4648954.0,"2,81724653","41,99244902",2022
6076,HABITATGE D'ÚS TURÍSTIC,-,758,Carrer de Ferran Soldevila,4,-,N,-,-,N,-,4,M,1119,Eixample Nord,484886.0,4647599.0,"2,81755906","41,98024546",2022
6197,HABITATGE D'ÚS TURÍSTIC,LA TORRE DE CAN PUIG,841,Disseminat de Sant Daniel,9,-,N,-,-,N,-,-,-,10537,Sant Daniel,486366.0,4648479.0,"2,83540363","41,98819832",2022
6202,HABITATGE D'ÚS TURÍSTIC,CA LA FERRIOLA,841,Disseminat de Sant Daniel,52,-,N,-,-,N,-,-,-,10580,Gavarres,488839.0,4649268.0,"2,86524383","41,99534349",2022
6221,HABITATGE D'ÚS TURÍSTIC,-,856,Carrer de Josepa Arnall i Juan,5,-,N,-,-,N,-,6,3,11940,Eixample Sud,485068.0,4646172.0,"2,81979220","41,96739642",2022
6235,HABITATGE D'ÚS TURÍSTIC,GIROROOMS,899,Carrer dels Germans Busquets,2,-,N,-,-,N,-,3,-,5712,Barri Vell,485431.0,4647922.0,"2,82412971","41,98316488",2022
6236,HABITATGE D'ÚS TURÍSTIC,ESPAIS SINGULARS,899,Carrer dels Germans Busquets,2,-,N,-,-,N,-,4,-,5712,Barri Vell,485431.0,4647922.0,"2,82412971","41,98316488",2022
