Descripcio;Nom_comercial;Codi_carrer;Codi_via;Nom_carrer;Numero_inf;Lletra_inf;Accessori_inf;Numero_sup;Lletra_sup; Accessori_sup;Escala;Pis;Porta;Id_edifici;utm_x_ed50;utm_y_ed50;utm_x_etrs89; utm_y_etrs89;lon;lat
OFICINA DE SERVEIS TÈCNICS;ECA;56;CR;Barcelona;417;;N;419;;N;;;;11687;484208;4644884;484114;4644679;2,80832467;41,95393366
VENDA DE PRODUCTES CERÀMICS I SOUVENIRS;TOT BONIC;225;CR;Força;19;;N;;;N;;BS;2;5989;485605;4648468;485511;4648263;2,82509292;41,98624043
VENDA DE PRODUCTES DE PASTISSERIA;L'EXQUISITERIA;36;CR;Argenteria;10;;N;;;N;;BS;1;5819;485565;4648301;485471;4648096;2,82461415;41,98473558
ASSESSORIA FISCAL-GESTORIA;ADRIÀ BUSINESS;576;CR;Sant Joan Baptista de La Salle;3;;N;;;N;;BS;2;1486;485396;4647432;485302;4647227;2,82259566;41,97690566
VENDA D'ARTICLES DEL DESCANS;SOMNIADESCANS.CAT;56;CR;Barcelona;211;;N;;;N;;BS;2;3545;484508;4645820;484414;4645615;2,81191977;41,96236989
BOTIGA D'ALIMENTACIÓ;TIENDA LATINA 3;437;CR;Orient;63;;N;;;N;;BS;4;5337;484115;4646970;484021;4646765;2,80714609;41,97271974
ROCÒDROM;CAL MICO ROCÒDROM GIRONA;186;CR;Emili Grahit;58;;N;;;N;;BS;2;1923;485785;4647034;485691;4646829;2,82730066;41,97332813
OFICINA I SERVEIS DE LA CONSTRUCCIÓ;BLOC UNIÓ DE PROFESSIONALS;56;CR;Barcelona;12;;N;;;N;;BS;2;1116;485068;4647919;484974;4647714;2,81862419;41,98128575
COMPRAVENDA D'ARTICLES DE SEGONA MÀ;PREU JUST;358;CR;Marquès de Caldes de Montbui;1;;N;;;N;;BS;;2495;484740;4646681;484646;4646476;2,81469706;41,97012919
CENTRE CULTURAL;CAIXAFORUM GIRONA;149;CR;Ciutadans;19;;N;;;N;;;;5797;485631;4648274;485537;4648069;2,82541155;41,98449361
OFICINES;FUNDACIÓ TUTELAR DE LES COMARQUES GIRONINES;585;AV;Sant Narcís;24;;N;;;N;;BS;;5518;484660;4647588;484566;4647383;2,81370782;41,97829669
BOTIGA DE VESTITS DE NÚVIA;MARNOGON, SL;128;TR;Carril;2;;N;;;N;;BS;2;1102;485015;4647954;484921;4647749;2,81798353;41,98159997
CENTRE D'ESTÈTICA;ALEXANDRA SAENZ CENTRO DE ESTÉTICA;229;CR;Francesc de Ciurana i Hernández;22;;N;;;N;;EN;1;1407;484997;4647431;484903;4647226;2,81777963;41,97688914
BOTIGA D'ORDINADORS D'OCASIÓ;PC KM 0;386;CR;Migdia;6;;N;;;N;;BS;7;1326;485266;4647528;485172;4647323;2,8210241;41,97776788
VENDA I REPARACIÓ DE BÉNS DE CONSUM;LE CHENG;56;CR;Barcelona;31;;N;;;N;;BS;1;1231;485059;4647723;484965;4647518;2,81852055;41,97952027
MASSATGES;;515;CR;Reggio Emília;55;;N;;;N;;;2;10702;484459;4645682;484365;4645477;2,81133211;41,961126
OFICINA I MAGATZEM DE LAMPISTERIA;GINSTALNOU, SLU;604;CR;Santiago;30;;N;;;N;;BS;;2437;484865;4646505;484771;4646300;2,81621023;41,96854643
COMPRAVENDA D'OR I ARTICLES DE SEGONA MÀ;;315;CR;Josep Tharrats;22;;N;;;N;;BS;1;1784;485213;4646973;485119;4646768;2,82039836;41,97276818
PERRUQUERIA I ESTÈTICA;AIGUA;392;PL;Miquel de Palol;5;;N;;;N;;BS;C;8926;484690;4647996;484596;4647791;2,81405929;41,98197199
OFICINA BANCÀRIA;BANC SABADELL;434;PG;Olot;38;A;N;;;N;;BS;;12052;484143;4647354;484049;4647149;2,80747366;41,97617887
LLIBRERIA;LLIBRERIA ULYSSUS;161;CR;Cort Reial;1;A;N;;;N;;BS;;5792;485615;4648293;485521;4648088;2,82521794;41,98466444
ESTÈTICA;ATZAVARA;260;CR;Jaume I;84;;N;;;N;;1;1;1348;485330;4647747;485236;4647542;2,82179114;41,97974154
VENDA DE PA I PRODUCTES RELACIONATS;EL RACÓ ARTESÀ;36;CR;Argenteria;14;;N;;;N;;BS;;5821;485578;4648308;485484;4648103;2,82477091;41,98479887
VENDA  AL DETALL DE CARBURANTS;REPSOL;595;CT;Santa Coloma;38;;N;42;;N;;;;5060;484242;4646309;484148;4646104;2,80869667;41,96676888
VENDA DE DISCS;MOBY DISK RECORDS;55;CR;Barca;16;;N;18;;N;;BS;1;11169;485556;4648732;485462;4648527;2,82449489;41,98861729
PERRUQUERIA;;309;CR;Josep Maria Gironella i Pous;7;;N;;;N;;BS;;4637;484714;4647226;484620;4647021;2,81436907;41,97503732
BOTIGA DE ROBA I COMPLEMENTS;CRYSANNA;358;CR;Marquès de Caldes de Montbui;125;;N;;;N;;BS;;2285;485459;4646462;485365;4646257;2,82338013;41,96817035
PERRUQUERIA;RAFFEL PAGÉS;317;CR;Juli Garreta;6;;N;;;N;;BS;1;1240;485116;4647748;485022;4647543;2,81920795;41,97974652
VENDA DE PEIX ENVASAT;GAMBA I PEIX DE PALAMÓS;434;PG;Olot;95;;N;;;N;;BS;;11446;483849;4647156;483755;4646951;2,80393048;41,97438956
CONSULTORI DENTAL;LA CLÍNICA DR. FARRÉ;379;CR;Mercaders;15;;N;;;N;;BS;;5755;485574;4648234;485480;4648029;2,82472445;41,9841323
ADMINISTRACIÓ DE FINQUES-LLOGUERS;GRUP TAS;556;CR;Rutlla;112;;N;114;;N;;1;2;1503;485355;4647191;485261;4646986;2,82210679;41,97473429
BOTIGA ARTICLES DE REGAL;MARIDALT;689;RB;Xavier Cugat;12;;N;;;N;;BS;3;7361;484930;4649160;484836;4648955;2,81692648;41,99246038
"BOTIGA DE PRODUCTES ""DISNEY""";FANTASIA, A WORLD FOR DREAMING;317;CR;Juli Garreta;25;;N;;;N;B;BS;3;1360;485112;4647584;485018;4647379;2,81916383;41,97826935
RESTAURANT;NOVA ASIA;434;PG;Olot;40;;N;;;N;;BS;1;10774;484132;4647346;484038;4647141;2,8073411;41,97610659
PERRUQUERIA I ESTÈTICA;;598;PL;Santa Eugènia;5;;N;;;N;;BS;1;8591;483816;4647340;483722;4647135;2,8035271;41,97604611
FERRETERIA I BRICOLATGE;FERRETERIA LINDE;9;CR;Agudes;40;;N;;;N;;BS;1;5687;483764;4647137;483670;4646932;2,80290507;41,97421669
VENDA DE FRUITS SECS I LLAMINADURES;A GRANEL;556;CR;Rutlla;41;;N;;;N;;BS;;1266;485433;4647400;485339;4647195;2,82304305;41,97661814
COMERÇ D'INFORMÀTICA (VENDA I REPARACIÓ);APP INFORMÀTICA;52;CR;Jaume Balmes;15;;N;;;N;;BS;2;2641;485097;4647327;485003;4647122;2,8189893;41,97595435
INSTAL·LACIÓ TEMPORAL DE MÒDULS PREFABRICATS DESTINATS A OFICINES I VESTUARIS;UTE FORNELLS-VILADEMULS;721;CR;Can Pau Birol;12;;N;;;N;;;;12684;;;;;;
PLANTA TEMPORAL AMB MAQUINÀRIA DE TRITURACIÓ I CRIBA I PREPARACIÓ DE SUBBASE;UTE SANT GREGORI;571;CR;Sant Gregori;203;;N;;;N;;BS;3;11291;482957;4648871;482863;4648666;2,79311436;41,98981715
DESPATX D'ARQUITECTURA;URBANA SLP;229;CR;Francesc de Ciurana i Hernández;25;;N;;;N;;EN;1;2669;485007;4647400;484913;4647195;2,81790112;41,97661013
ARRANJAMENT DE ROBA, MERCERIA;FIL I AGULLA SERVEIS,;449;CR;Pau Casals;16;;N;;;N;;BS;L1;4184;484713;4648187;484619;4647982;2,81433195;41,98369271
COMERÇ AL DETALL DE MATERIAL ELECTRÒNIC I CONSUMIBLES;PUFF;671;CR;Ultònia;14;;N;;;N;;BS;6;1337;485320;4647602;485226;4647397;2,82167406;41,97843538
PERRUQUERIA;PELUQUERIA UNISEX NOA;332;PL;Llimoner;2;;N;;;N;;BS;1;638;487097;4647172;487003;4646967;2,84313302;41,97459369
SABATERIA;AVELLI;386;CR;Migdia;28;;N;;;N;;BS;2;2699;485211;4647367;485117;4647162;2,82036429;41,97631677
COMERÇ AL DETALL DE ROBA INFANTIL;BÓBOLI;317;CR;Juli Garreta;1;;N;;;N;;BS;2;1212;485166;4647756;485072;4647551;2,81981129;41,97981952
LLENCERIA;;624;CT;Taialà;50;;N;;;N;;BS;2;7515;483988;4649381;483894;4649176;2,80554744;41,99443222
BOTIGA D'ELECTRODOMÈSTICS;MILAR ANGELATS;262;CR;Riu Güell;54;;N;;;N;;BS;1;4178;484866;4648264;484772;4648059;2,81617692;41,98438919
PARAFARMÀCIA;PARAFARMÀCIA MIGDIA;386;CR;Migdia;1;;N;;;N;;BS;5;1276;485322;4647554;485228;4647349;2,8216994;41,9780031
BOTIGA DE ROBA;FLAMINGOS VINTAGE KILO;140;PL;Catalunya;15;;N;;;N;;BS;1;114;485511;4647908;485417;4647703;2,82397199;41,98119497
PERRUQUERIA;CAMELIA;596;CR;Santa Eugènia;67;;N;;;N;;BS;1;5564;484493;4647688;484399;4647483;2,81168939;41,97919408
AGÈNCIA D'ASSEGURANCES;;136;CR;Castell de Peralada;14;;N;;;N;;BS;1;2144;485455;4646743;485361;4646538;2,82332489;41,97070115
HABITATGE D'ÚS TURÍSTIC;GIROROOMS;455;RD;Pedret;7;;N;;;N;;5;3;6644;485597;4649014;485503;4648809;2,82498293;41,99115792
SERVEIS INFORMÀTICS;TECMAN;78;CR;Bonastruc de Porta;26;;N;;;N;;BS;1;3956;485049;4648228;484955;4648023;2,81838696;41,98406845
SABATERIA;PRIMADONA;560;CR;Sant Antoni Maria Claret;10;;N;;;N;;BS;5;1212;485166;4647756;485072;4647551;2,81981129;41,97981952
PERRUQUERIA;S AIGUA;310;CR;Josep Morató i Grau;16;;S;;;N;;BS;;428;485662;4647365;485568;4647160;2,825808;41,97630711
FLORISTERIA;DECOART FLOWERS;598;PL;Santa Eugènia;4;;N;;;N;;BS;3;5259;483820;4647358;483726;4647153;2,80357488;41,97620831
ACADÈMIA D'IDIOMES;WILL LANGUAGES;612;CR;Sèquia;5;;N;;;N;;EN;1;3703;485303;4648155;485209;4647950;2,821455;41,98341575
ACADÈMIA;ARTIMANYA;184;CR;Francesc Eiximenis;16;;N;;;N;;EN;1;3816;485327;4648288;485233;4648083;2,82174139;41,98461409
SUPERMERCAT;NOVAVENDA;56;CR;Barcelona;17;;N;;;N;;BS;1;1237;485089;4647820;484995;4647615;2,81888021;41,98039449
OFICINA IMMOBILIÀRIA I D'ASSEGURANCES;BARRI VELL GESTIÓ DE PATRIMONI IMMOBILIARI;428;CR;Nou del Teatre;2;;N;;;N;;BS;;72;485577;4648062;485483;4647857;2,82476489;41,98258321
VENDA DE PRODUCTES D'ALIMENTACIÓ;HORTA MERCADER;411;CR;Montseny;70;;N;;;N;;BS;;5244;483788;4647267;483694;4647062;2,80319115;41,97538805
OFICINA D'ASSESSORAMENT D'ENERGIES RENOVABLES;ENERGY CORNER;358;CR;Marquès de Caldes de Montbui;83;B;N;;;N;;BS;;2230;485156;4646542;485062;4646337;2,8197213;41,96888522
OFICINA DE GESTIÓ DE COMUNITATS;GEST-QUART;401;CR;Montfalgars;1;;N;;;N;;BS;4;5697;483691;4647060;483597;4646855;2,80202611;41,97352166
ASSESSORIA;A&C ASSESSORS;392;PL;Miquel de Palol;4;;N;;;N;;BS;3;4231;484779;4648035;484685;4647830;2,81513262;41,98232498
HABITATGE D'ÚS TURÍSTIC;GIROROOMS;55;CR;Barca;16;;N;18;;N;;2;2;11169;485556;4648732;485462;4648527;2,82449489;41,98861729
BOTIGA DE CIGARRETES ELECTRÒNIQUES I ACCESSORIS;CIGARRILLOS SIN PROBLEMAS;29;CR;Anselm Clavé i Camps;20;;N;;;N;;BS;2;3844;485420;4648367;485326;4648162;2,8228621;41,98532734
BOTIGA DE CIGARRETES ELCTRÒNIQUES;OVALE GIRONA CENTRE;29;CR;Anselm Clavé i Camps;8;;N;;;N;;BS;;3839;485443;4648374;485349;4648169;2,82313958;41,98539082
VENDA I REPARACIÓ DE BICICLETES;PROFESSIONAL BIKE;262;CR;Riu Güell;113;;N;;;N;;BS;2;5613;484430;4647559;484336;4647354;2,81093236;41,97803097
PAPERERIA LLIBRERIA;ALFIL;414;CR;Mossèn Baldiri Reixac;26;;N;;;N;;BS;2;1852;485417;4646913;485323;4646708;2,82286204;41,97223159
LLIBRERIA I COMPLEMENTS;SWEET BOOKS;211;CR;Ferreries Velles;14;;S;;;N;;BS;;5794;485617;4648247;485523;4648042;2,82524321;41,98425017
BOTIGA DE MÒBILS I PRODUCTES ELECTRÒNICS;CITY MOBILE;9;CR;Agudes;35;;N;;;N;;BS;2;5227;483793;4647198;483699;4646993;2,80325341;41,97476669
PERRUQUERIA;RAFFEL PAGES;386;CR;Migdia;1;;N;;;N;;BS;1;1276;485322;4647554;485228;4647349;2,8216994;41,9780031
LLIBRERIA-PAPERERIA;FOLDER GIRONA;296;CR;Joan Maragall;48;;N;;;N;;BS;2;2680;485137;4647437;485043;4647232;2,81946932;41,97694584
BOTIGA D'ALIMENTACIÓ;D'AQUÍ;51;CR;Ballesteries;28;;N;;;N;;BS;;5962;485586;4648456;485492;4648251;2,82486385;41,986132
DESPATX D'ADVOCATS;PAREJA I ASSOCIATS;560;CR;Sant Antoni Maria Claret;14;;N;;;N;;1;1;1214;485191;4647748;485097;4647543;2,82011326;41,97974794
ESTACIÓ BASE DE TELEFONIA MÒBIL;ORANGE;375;CR;Maçana;62;;N;;;N;;;;8591;483816;4647340;483722;4647135;2,8035271;41,97604611
SUPERSERVEI;SPAR;166;CR;Creu;33;;N;35;;N;;BS;1;2621;485207;4647286;485113;4647081;2,82031805;41,97558715
COMPRA VENDA SEGONA MÀ;OLA CASH;596;CR;Santa Eugènia;41;;N;;;N;;BS;1;5577;484603;4647738;484509;4647533;2,81301586;41,97964657
BAR RESTAURANT (CAT. 1);CLAMER;172;CR;Cristòfor Grober;4;;N;;;N;;BS;1;3700;485277;4648112;485183;4647907;2,82114222;41,98302798
BOTIGA D'ALIMENTACIÓ;LA BOTIGA DEL BARRI;358;CR;Marquès de Caldes de Montbui;41;;N;;;N;;BS;1;2386;484941;4646617;484847;4646412;2,81712458;41,96955663
PERRUQUERIA I ESTÈTICA;PERRUQUERIA MF;585;AV;Sant Narcís;67;;N;;;N;;BS;L1;4656;484652;4647242;484558;4647037;2,81362031;41,97518022
SERVEIS TÈCNICS D'ENGINYERIA;OCA ICP;201;CR;Falgàs;1;;S;3;;S;;BS;1;5095;483657;4645341;483563;4645136;2,8016636;41,95803847
SERVEIS DE REPARACIÓ I MANTENIMENT D'AUTOMATISMES A DOMICILI;AUTIMAK;732;CR;George Stephenson;3;;N;;;N;;;;10143;484174;4645525;484080;4645320;2,80789715;41,95970627
CENTRE RECREATIU;EN GRESCA;722;CR;Sarrià de Ter;24;;N;;;N;;BS;1;5038;484204;4645722;484110;4645517;2,80825386;41,96148119
COMERÇ AL DETALL DE CIGARRETES ELECTRÒNIQUES;T & B;56;CR;Barcelona;115;;N;;;N;;BS;1;2495;484740;4646681;484646;4646476;2,81469706;41,97012919
OFICINA DE SERVEIS FINANCERS;GEDESCO;56;CR;Barcelona;15;;N;;;N;;BS;1;1155;485093;4647857;484999;4647652;2,81892755;41,98072781
SERVEI D'ALLOTJAMENT I ESMORZAR;ROOM IN GIRONA;593;CR;Santa Clara;9;;N;;;N;;EN;3;3713;485401;4648111;485307;4647906;2,82263911;41,98302129
HABITATGE ÚS TURÍSTIC;GIROROOMS;517;PJ;Rei Martí;8;;N;12;;N;;BS;4;10813;485641;4648733;485547;4648528;2,82552103;41,98862785
BOTIGA DE ROBA I COMPLEMENTS;MON PARIS;140;PL;Catalunya;14;;N;;;N;;BS;1;112;485514;4647921;485420;4647716;2,82400788;41,98131211
HABITATGE ÚS TURÍSTIC;;225;CR;Força;8;;N;;;N;;2;;5931;485626;4648450;485532;4648245;2,82534688;41,98607869
CENTRE D'ODONTOLOGIA;CENTRE MILENIIUM;186;CR;Emili Grahit;18;;N;20;;N;;BS;;1708;485390;4647130;485296;4646925;2,82253076;41,97418553
SERVEIS DE GESTIÓ ADMINISTRATIVA;GESTIÓ I SERVEIS CAV;576;CR;Sant Joan Baptista de La Salle;16;;N;18;;N;;1;3;1317;485248;4647512;485154;4647307;2,82080724;41,97762343
CENTRE D'ESTÈTICA;;209;RD;Ferran Puig;11;;N;;;N;;BS;2;3912;485044;4648078;484950;4647873;2,81833043;41,98271735
PERRUQUERIA CANINA;;77;CR;Carles de Bolós;8;;N;;;N;;BS;1;1917;485856;4646954;485762;4646749;2,82815953;41,97260888
OFICINES DE SERVEIS INFORMÀTICS;HEWLETT PACKARS;186;CR;Emili Grahit;91;;N;;;N;;;;12168;486664;4646426;486570;4646221;2,83792371;41,96786747
CENTRE DE TERÀPIES NATURALS;CENTRE DE TERÀPIES AMARNA;523;CR;Riera Bugantó;3;;N;;;N;;BS;6;10123;485617;4646361;485523;4646156;2,82528946;41,96726358
OFICINA I EXPOSICIÓ DE CALDERES;APLICACIONS MATEOS;56;CR;Barcelona;91;;N;;;N;;BS;2;1608;484781;4646836;484687;4646631;2,81518787;41,97152602
PILATES I GIMNÀSIA PASSIVA;PILATES ONYAR;125;CR;Carme;79;;N;;;N;;BS;A;371;485566;4647558;485472;4647353;2,82464451;41,97804364
VENDA DE PA I PRODUCTES DE PASTISSERIA;;386;CR;Migdia;140;;N;;;N;;BS;3;9404;484686;4646165;484592;4645960;2,8140588;41,96548069
BAR;PICCADILLY COFFEE;330;RB;Llibertat;42;;N;;;N;;BS;1;5760;485556;4648244;485462;4648039;2,82450691;41,98422204
TATUATGES I PÍRCINGS;TATTO GIRONA;689;RB;Xavier Cugat;6;;N;10;;N;;BS;2;7360;484957;4649159;484863;4648954;2,81725248;41,99245189
COMERÇ AL DETALL DE FUNDES PER A MÒBIL;COVER PHONE;51;CR;Ballesteries;27;;N;;;N;;BS;;6006;485580;4648437;485486;4648232;2,82479188;41,98596076
PERRUQUERIA;RD PERRUQUERIA;262;CR;Riu Güell;150;;N;;;N;;BS;;4838;484263;4647206;484169;4647001;2,80892605;41,97484829
FRUITERIA I VENDA D'EMBOTITS;FRUITES I VERDURES HURTADO;408;CR;Montnegre;31;;N;;;N;;BS;1;10180;483993;4647119;483899;4646914;2,80566954;41,97405926
COMERÇ AL DETALL DE PRODUCTES ECOLÒGICS I ARTESANALS DE BALEARS;SA BOTIGUETA;55;CR;Barca;5;;N;;;N;;BS;;6064;485527;4648708;485433;4648503;2,82414538;41,98840059
REPARACIÓ DE CALÇAT I ARTICLES DE CUIR;BLINKI;569;AV;Sant Francesc;5;;N;;;N;;BS;2;1039;485381;4648002;485287;4647797;2,8224004;41,98203919
VENDA DE MENJARS PREPARATS SENSE OBRADOR;El Petit Cabrit;350;CR;Josep Maluquer i Salvador;9;;N;;;N;;BS;1;2706;485212;4647453;485118;4647248;2,82037419;41,97709136
ACADÈMIA DE PERRUQUERIA I ESTÈTICA;MÉS QUE FORMACIÓ;472;PL;Poeta Marquina;6;;N;;;N;;BS;B;1101;485005;4647919;484911;4647714;2,81786371;41,98128455
COMPRAVENDA D'ARTICLES DE SEGONA MÀ;ASM;451;CR;Pedraforca;3;;N;;;N;;BS;1;5682;483679;4647103;483585;4646898;2,80188008;41,9739087
COMERÇ AL DETALL D'ARTICLES DE SEGONA MÀ;SEGUNDA MANO GROC;276;CR;Ibèria;1;;N;;;N;;BS;1;4234;484716;4647805;484622;4647600;2,81437812;41,98025222
PERFUMERIA DE COSMÈTICA NATURAL;LA GÀBIA DEL PERFUM;389;CR;Guillem Minali;4;;N;;;N;;BS;;5794;485617;4648247;485523;4648042;2,82524321;41,98425017
VENTA AL DETALL DE MOTOS I BICICLETES;FUTURE MOTOBIKE;125;CR;Carme;95;;N;;;N;;BS;2;376;485569;4647535;485475;4647330;2,82468129;41,97783655
VENDA D'ELECTRODOMÈSTICS;TIEN-21;596;CR;Santa Eugènia;77;;N;;;N;;BS;1;4704;484338;4647595;484244;4647390;2,80982091;41,97835338
BAR RESTAURANT (CAT. 3) I PLATS PER EMPORTAR AMB TERRASSA PRIVADA;CASANOVA;503;CR;Puigneulós;17;;N;;;N;;BS;;10099;483994;4646945;483900;4646740;2,80568636;41,97249212
AGÈNCIA DE VIATGES;VIATGES JET LAG;593;CR;Santa Clara;26;;N;;;N;;BS;1;3732;485447;4648172;485353;4647967;2,82319288;41,98357155
PERRUQUERIA;PERRUQUERIA EMI;598;PL;Santa Eugènia;4;;N;;;N;;BS;2;5259;483820;4647358;483726;4647153;2,80357488;41,97620831
BOTIGA DE SOMIERS I MATALASSOS;MONTILIVI DESCANS, SL;186;CR;Emili Grahit;54;;N;;;N;;BS;1;1921;485738;4647043;485644;4646838;2,82673317;41,97340834
VENDA DE PRODUCTES LÀCTICS;GRANJA ARMENGOL;317;CR;Juli Garreta;8;;N;;;N;;BS;1;1241;485111;4647737;485017;4647532;2,81914787;41,97964735
HABITATGE D'ÚS TURÍSTIC;;558;CR;Sant Agustí;46;;N;48;;N;;1;3;11269;485282;4646737;485188;4646532;2,82123708;41,97064389
VENDA DE IOGURTS I RECUITS;LA RECUITERIA;330;RB;Llibertat;41;;N;;;N;;BS;;5836;485533;4648278;485439;4648073;2,82422842;41,98452784
MAGATZEM DE VENTA DE ROBA CONFECCIONADA;DUTTI;379;CR;Mercaders;28;;N;;;N;;BS;;5785;485601;4648260;485507;4648055;2,82504974;41,98436697
FLECA-PASTISSERIA;FORN DE PA SANT DANIEL;560;CR;Sant Antoni Maria Claret;5;;N;;;N;;BS;1;1154;485109;4647847;485015;4647642;2,81912094;41,98063805
COMPRAVENDA DE MOBLES I PRODUCTES D'INFORMÀTICA;FINDER MAC;386;CR;Migdia;138;;N;;;N;;BS;;11418;484696;4646183;484602;4645978;2,81417901;41,965643
ENSENYAMENT;INNOVA'T EDUCACIÓ;693;PL;Miquel Coll i Alentorn;3;;N;;;N;;BS;2;2109;485617;4647013;485523;4646808;2,82527347;41,97313594
VENDA D'OBJECTES DE BISUTERIA I ARTESANIA, COMPLEMENTS DE DECORACIÓ I MOBILIARI INTERIOR;ARTDÈNIA;474;PL;Pompeu Fabra;13;;N;;;N;;BS;2;1047;485403;4647928;485309;4647723;2,82266781;41,9813731
BAR SENSE ELEMENTS DE COCCIÓ;EL CERCLE;149;CR;Ciutadans;8;;N;;;N;;BS;;32;485629;4648157;485535;4647952;2,82539028;41,98343979
VENDA DE PRODUCTES ALIMENTARIS I VENDA DE PA AMB COCCIÓ DE PRODUCTES SEMIELABORATS;MUMTAZ ALIMENTACIÓ;596;CR;Santa Eugènia;108;;N;;;N;;BS;1;4729;484356;4647650;484262;4647445;2,81003671;41,97884911
PERRUQUERIA I ESTÈTICA;SIEMPRE BELLA;122;CR;Cardenal Margarit;12;;N;;;N;;BS;2;1435;485270;4647356;485176;4647151;2,82107671;41,9762188
BOTIGA DE BIJUTERIA I COMPLEMENTS;LLAFRANK COMPLEMENTS;29;CR;Anselm Clavé i Camps;20;;N;;;N;;BS;1;3844;485420;4648367;485326;4648162;2,8228621;41,98532734
BOTIGA DE ROBA;NIA;350;CR;Josep Maluquer i Salvador;10;;N;;;N;;BS;2;2695;485229;4647416;485135;4647211;2,82058032;41,97675844
FORN DE PA ARTESANAL;DIGA-LI PA;296;CR;Joan Maragall;53;;N;55;;N;;BS;1;2689;485148;4647376;485054;4647171;2,81960364;41,97639664
BAR - RESTAURANT (CAT. 1);BURGER KEBAB;358;CR;Marquès de Caldes de Montbui;15;;N;;;N;;;;2490;484802;4646659;484708;4646454;2,81544591;41,96993224
BAR - RESTAURANT (CAT. 2);MALAY-MALAY;596;CR;Santa Eugènia;158;;N;;;N;;BS;;4775;484043;4647485;483949;4647280;2,80626308;41,97735672
BOTIGA DE LÀMAPARES, IL·LUMINÀRIA I MATERIAL DECORATIU;GAUDIR GIRONA;386;CR;Migdia;26;;N;;;N;;BS;;2698;485214;4647382;485120;4647177;2,82040012;41,97645193
BOTIGA DE PETITS ELECTRODOMÈSTICS;ELECTROLOT;56;CR;Barcelona;115;;N;;;N;;BS;2;2495;484740;4646681;484646;4646476;2,81469706;41,97012919
BOTIGA DE PRODUCTES ALIMENTARIS;ESPAINISH PRODUCTO;449;CR;Pau Casals;14;;N;;;N;;BS;5;4184;484713;4648187;484619;4647982;2,81433195;41,98369271
OFICINA D'INTERMEDIARIS DEL COMERÇ;;596;CR;Santa Eugènia;198;;N;;;N;;BS;;5385;483835;4647452;483741;4647247;2,80375334;41,97705525
ESPAI DE SALUT;EQUILIBRIUM;359;PL;Marquès de Camps;16;;N;;;N;;1;2;1147;485148;4647996;485054;4647791;2,81958794;41,98198078
BOTIGA DE FRUITES I VERDURES;BO I FRESC;272;CR;Hortes;1;;N;;;N;;BS;1;3741;485476;4648277;485382;4648072;2,82354036;41,98451778
ESCOLA D'IDIOMES.;HELEN DORON ENGLISH;493;CR;Príncep;1;;N;;;N;;BS;;2637;485138;4647252;485044;4647047;2,81948608;41,97527963
ESTUDI DE DISSENY, COMUNICACIÓ AUDIOVISUAL I PUBLICITAT, AMB TALLERS I SEMINARIS;FANG;39;PL;Assumpció;16;;N;;;N;;BS;2;4489;484397;4647256;484303;4647051;2,81054209;41,9753013
LOCAL SOCIAL;CENTRE CULTURAL EBRAIN;404;GR;Creueta;1;;N;;;N;;;21;10491;486713;4646274;486619;4646069;2,83851852;41,96649928
OFICINA IMMOBILIÀRIA;IMMOSINUN;313;PL;Josep Pla;10;;N;;;N;;EN;26;3704;485303;4648120;485209;4647915;2,82145588;41,98310052
HABITATGE D'ÚS TURÍSTIC;;359;PL;Marquès de Camps;8;;N;;;N;;4;2;1108;485077;4647994;484983;4647789;2,81873093;41,98196142
BOTIGA DE ROBA I COMPLEMENTS;CATALUNYA FREEDOM;386;CR;Migdia;23;;N;;;N;;BS;4;1422;485248;4647360;485154;4647155;2,82081106;41,97625442
BOTIGA D'ALIMENTACIÓ;FRUITERIA GIRONÈS;125;CR;Carme;145;;N;;;N;;BS;B;444;485556;4647342;485462;4647137;2,82452913;41,97609802
CONSULTA DE PODOLOGIA;;596;CR;Santa Eugènia;4;;N;;;N;;3;1;3918;485054;4648026;484960;4647821;2,81845247;41,9822492
BAR-RESTAURANT (CAT. 2) SENSE ELEMENTS DE COCCIÓ AMB MÚSICA DE FONS AMBIENTAL;VADEVINS;379;CR;Mercaders;6;;N;;;N;;BS;1;5739;485569;4648178;485475;4647973;2,82466547;41,98362783
COMERÇ AL DETALL DE PA I PASTISSERIA;ANTIGA CASA BELLSOLÀ;56;CR;Barcelona;16;;N;;;N;;BS;3;1096;485068;4647901;484974;4647696;2,81862465;41,98112363
CARNISSERIA;;386;CR;Migdia;163;;N;;;N;;;;2306;484912;4646259;484818;4646054;2,81678378;41,96633168
LUDOTECA;LA PAULECA;419;CR;Narcís Blanch i Illa;24;;N;;;N;;BS;;1653;484864;4646681;484770;4646476;2,81619362;41,97013158
COMERÇ AL DETALL DE SOUVENIRS I PETITS REGALS;AD MUUNDI;193;PL;Espanya;4;;N;;;N;;;;1094;484916;4647718;484822;4647513;2,81679455;41,97947251
COMERÇ AL DETALL DE ROBA I COMPLEMENTS;MACSON;36;CR;Argenteria;6;;N;;;N;;BS;;5817;485562;4648292;485468;4648087;2,82457816;41,98465447
BOTIGA DE ROBA I ART;FASHION.CAT;51;CR;Ballesteries;38;;N;42;;N;;BS;4;5969;485580;4648479;485486;4648274;2,82479085;41,98633904
