"Descripcio";"Nom_comercial";"Codi_carrer";"Codi_via";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
"AUTORSERVEI D'ALIMENTACIÓ";"Autoservei Montjuïc (Novavenda)";"226";"RD";"FORT ROIG";"21";"";"N";"0";"";"N";"";"";"A";"6537";"486231";"4649199";"2,83375698";"41,99468075"
"BOTIGA DE ROBA I COMPLEMENTS";"PATCHWORK / EL PETIT PUNT";"389";"CR";"GUILLEM MINALI";"12";"";"N";"";"";"N";"";"BS";"";"5782";"485472";"4648061";"2,82462121";"41,98441756"
"TALLER DE REPARACIÓ DE VEHICLES AMB PINTURA I NETEJA SENSE AIGUA";"GERMANS CRUZ";"595";"CT";"SANTA COLOMA";"80";"";"N";"";"";"N";"";"";"";"5069";"483792";"4645638";"2,80440751";"41,96256166"
"VDA. MAJOR DE PRODUCTES ALIMENTARIS I BENZINERA";"GROS MERCAT";"724";"CR";"TORRE VEDRUNA";"14";"";"N";"16";"";"N";"";"BS";"1";"8415";"483489";"4645659";"2,80075044";"41,96274451"
"VDA. MN. DE TOTA MENA DE MAQUINARIA";"SAR GIRONA";"300";"CR";"JOAN TORRÓ I CABRATOSA";"30";"";"N";"";"";"N";"";"";"";"8841";"483788";"4645311";"2,80436824";"41,95961639"
"VDA.MN.ARTICLES PERFUMERIA,NETEJA, ALIM.";"SCHLECKER";"262";"CR";"RIU GÜELL";"109";"";"N";"0";"";"N";"";"";"BS";"5586";"484364";"4647420";"2,81126279";"41,97862309"
"MAGATZEM I AGÈNCIA DE TRANSPORT";"TRANSPORTS BUFI";"300";"CR";"JOAN TORRÓ I CABRATOSA";"14";"";"N";"0";"";"N";"";"";"";"11682";"483918";"4645465";"2,80593275";"41,96100608"
"TALLER MECÀNIC DE VEHICLES SENSE OPERACIONS DE PINTURA";"TALLER TOMAS";"585";"AV";"SANT NARCÍS";"81";"A";"N";"";"";"N";"";"BS";"L1";"4671";"484517";"4646883";"2,81312374";"41,97378953"
"BAR";"CAMBRIDGE";"358";"CR";"MARQUÈS DE CALDES DE MONTBUI";"97";"";"N";"99";"";"N";"";"BS";"1";"2212";"485147";"4646310";"2,82074213";"41,96864084"
"VENDA DE PRODUCTES CONGELATS";"LA SIRENA";"74";"CR";"TOMÁS DE LORENZANA";"48";"";"N";"";"";"N";"";"BS";"";"1228";"484956";"4647473";"2,81840725";"41,97911196"
"BAR";"L'OLIVERA";"432";"CR";"OLIVERA";"19";"";"N";"";"";"N";"";"BS";"1";"425";"485574";"4647135";"2,82587524";"41,97607927"
"BAR";"BD GUST";"310";"CR";"JOSEP MORATÓ I GRAU";"2";"";"N";"";"";"N";"";"BS";"A";"424";"485533";"4647285";"2,82537668";"41,97742952"
"BAR";"MONTNEGRE";"408";"CR";"MONTNEGRE";"25";"";"N";"";"";"N";"";"BS";"2";"5146";"483936";"4647057";"2,80610649";"41,97534506"
"MAGATZEM I VENDA DE MATERIAL CLIMATITZACIÓ";"GUERIN";"718";"CR";"INDÚSTRIA";"2";"";"N";"0";"";"N";"";"";"";"5074";"483944";"4646025";"2,80623122";"41,96605035"
"GESTORIA ADMINISTRATIVA";"";"474";"PL";"POMPEU FABRA";"9";"";"N";"";"";"N";"";"1";"A";"1050";"485241";"4647737";"2,82184077";"41,98149511"
"BAR";"CUELLAR";"217";"CR";"FONT";"1";"";"N";"";"";"N";"";"";"";"8578";"486992";"4646515";"2,84300444";"41,97051981"
"DESPATX PROF. MERCANTIL";"PUIG-CASADEVALL i CIA S.L., ASSESSORIA D'EMPRESES";"260";"GV";"JAUME I";"3";"";"N";"";"";"N";"";"3";"B";"3833";"485258";"4648166";"2,82203522";"41,98535928"
"VENDA MENOR DE VINS I LICORS";"EL CELLER";"39";"PL";"ASSUMPCIÓ";"31";"";"N";"";"";"N";"";"";"";"4463";"484421";"4647031";"2,81196112";"41,97512063"
"AGENCIA DE VIATGES";"VIATGES PLAIMONT";"260";"GV";"JAUME I";"65";"";"N";"";"";"N";"";"BS";"1";"1075";"485280";"4647570";"2,82231573";"41,97999173"
"ESCOLA D'IDIOMES.";"";"186";"CR";"EMILI GRAHIT";"73";"";"N";"";"";"N";"";"EN";"";"1519";"485331";"4647009";"2,82294534";"41,97493994"
"DESPATX ECONOMISTE";"JOAQUÍN DE VICENTE MARTÍ ECONOMISTAS";"359";"PL";"MARQUÈS DE CAMPS";"9";"";"N";"";"";"N";"";"5";"1";"1109";"484986";"4647778";"2,81876158";"41,98185957"
"PERRUQUERIA";"";"78";"CR";"BONASTRUC DE PORTA";"35";"";"N";"";"";"N";"";"EN";"B";"3942";"484976";"4647934";"2,81863688";"41,98326441"
"BAR";"KIM'S BURGER";"227";"AV";"FRANÇA";"42";"";"N";"44";"";"N";"";"BS";"";"8394";"485107";"4649321";"2,82018309";"41,99575911"
"BAR-RESTAURANT (CAT. 3)";"ESTUDI";"636";"PL";"TOMÀS BARAUT I OBIOLS";"1";"";"N";"";"";"N";"";"BS";"";"6809";"485404";"4650312";"2,82374440";"42,00469024"
"ESTACIÓ DE SERVEI AMB BOTIGA DE CONVENIÈNCIA I TUNEL DE RENTAT";"CEPSA";"595";"CT";"SANTA COLOMA";"15";"";"N";"0";"";"N";"";"";"";"4980";"484365";"4646248";"2,81130602";"41,96806730"
"BAR";"GIRONA 2";"237";"CR";"RIU FRESER";"82";"";"N";"";"";"N";"";"BS";"2";"3544";"484458";"4645737";"2,81244190";"41,96346673"
"VENDA I INSTAL·LACIÓ PNEUMÀTICS I ACCESORIS";"TURINI";"601";"CR";"SANTA MARIA";"5";"";"N";"0";"";"N";"";"BS";"";"2534";"484612";"4646246";"2,81428703";"41,96805415"
"CARNISSERIA AMB OBRADOR";"JOAN COMAS CARNISSERIA";"556";"CR";"RUTLLA";"147";"";"N";"";"";"N";"";"BS";"1";"1897";"485322";"4646589";"2,82284719";"41,97115698"
"BAR RESTAURANT";"BOIRA";"289";"PL";"INDEPENDÈNCIA";"17";"";"N";"";"";"N";"";"BS";"1";"3780";"485404";"4648169";"2,82379765";"41,98538902"
"BUGADERIA EN REGIM D'AUTOSERVEI";"TINTORERIA NÚRIA";"52";"CR";"JAUME BALMES";"6";"";"N";"";"";"N";"";"BS";"";"2626";"485020";"4647065";"2,81919017";"41,97543847"
"OFICINA BANCARIA";"BANKIA";"612";"CR";"SÈQUIA";"11";"";"N";"0";"";"N";"";"";"";"3689";"485115";"4647929";"2,82031494";"41,98322202"
"RESTAURANT";"EL POU DEL CALL";"225";"CR";"FORÇA";"14";"";"N";"";"";"N";"";"BS";"";"5938";"485526";"4648273";"2,82526786";"41,98632796"
"BAR RESTAURANT (CAT. 2)";"ESPORTIU";"611";"CR";"RIU SEGRE";"8";"";"N";"";"";"N";"B";"BS";"";"2562";"484593";"4646062";"2,81406254";"41,96639655"
"ESTANC";"ESTANC SANTA EUGÈNIA";"596";"CR";"SANTA EUGÈNIA";"169";"";"N";"";"";"N";"";"BS";"5";"5262";"483716";"4647205";"2,80344699";"41,97667353"
"BAR-RESTAURANT";"CAN MANOLO";"476";"CR";"PONT DE LA BARCA";"1";"";"N";"";"";"N";"";"BS";"2";"7333";"484966";"4648788";"2,81849432";"41,99095589"
"AUTOSERVEI DE CARNS ENVASADES";"ÀREA DE GUISSONA";"166";"CR";"CREU";"20";"";"N";"";"";"N";"";"BS";"2";"1458";"485251";"4647099";"2,82197749";"41,97574905"
"BAR-RESTAURANT (CAT. 1)";"GARGOT";"260";"GV";"JAUME I";"18";"";"N";"";"";"N";"";"BS";"1";"3889";"485204";"4648172";"2,82138319";"41,98541231"
"AUTOSERVEI D'ALIMENTACIO";"CARNISSERIA PERE ILLA";"676";"CR";"VALÈNCIA";"31";"";"N";"0";"";"N";"";"";"";"4930";"484148";"4646316";"2,80868530";"41,96867542"
"BAR RESTAURANT (CAT. 3) AMB TERRASSA INTERIOR PRIVADA";"EL PAGÈS";"556";"CR";"RUTLLA";"117";"";"N";"0";"";"N";"";"";"";"1816";"485248";"4646777";"2,82194936";"41,97284885"
"VENDA MN. DE MOBLES";"HIPER MOBLE GIRONA";"56";"CR";"BARCELONA";"121";"";"N";"0";"";"N";"";"";"";"11354";"484631";"4646417";"2,81451186";"41,96959466"
"LLAR D'INFANTS";"ESCOLA BRESSOL CEL BLAU";"137";"CR";"CASTELL DE REQUESENS";"11";"";"N";"0";"";"N";"";"";"";"2226";"485351";"4646437";"2,82320099";"41,96978850"
"RESTURANT (PIZZERIA)";"TELEPIZZA";"260";"GV";"JAUME I";"30";"";"N";"";"";"N";"";"BS";"";"4012";"485100";"4648080";"2,82013004";"41,98458174"
"VENDA MENOR DE MOBLES";"MOBLES LA FÀBRICA";"595";"CT";"SANTA COLOMA";"50";"";"N";"56";"";"N";"";"BS";"1";"8831";"483982";"4645871";"2,80669400";"41,96466410"
"TALLER DE MARBRES";"";"728";"CR";"CASTELL DE MONTGRÍ";"7";"";"N";"";"";"N";"";"";"";"11800";"483442";"4649183";"2,80008401";"41,99448295"
"ELABORACIÓ I VENDA PLATS CUINATS";"ROSTISSERIA LA RODONA";"596";"CR";"SANTA EUGÈNIA";"61";"";"N";"0";"";"N";"";"BS";"ES";"5568";"484435";"4647490";"2,81211795";"41,97925496"
"OFICINES";"ARCADI PLA, SA";"354";"CR";"MANEL QUER";"9";"";"N";"";"";"N";"";"EN";"1";"2659";"484903";"4647089";"2,81777736";"41,97565239"
"BOTIGA D'ALIMENTACIÓ";"MONTBUÍ ALIMENTACIÓ";"358";"CR";"MARQUÈS DE CALDES DE MONTBUI";"62";"";"N";"";"";"N";"";"BS";"1";"2357";"484905";"4646350";"2,81782047";"41,96899651"
"OFICINES D'ASSEGURANCES I CENTRE DE PERITATGE";"MAPFRE";"595";"CT";"SANTA COLOMA";"101";"";"N";"103";"";"N";"";"";"";"8917";"483784";"4645417";"2,80431706";"41,96057102"
"VDA., EXP. I TALLER-REPARACIO VEHICLES";"VOLVO";"300";"CR";"JOAN TORRÓ I CABRATOSA";"32";"";"N";"36";"";"N";"";"";"";"8841";"483788";"4645311";"2,80436824";"41,95961639"
"CENTRE SOCIAL SANITARI ASSISTIT";"MUTUAM Girona sociosanitària";"227";"AV";"FRANÇA";"64";"";"N";"0";"";"N";"";"";"";"10054";"484858";"4649940";"2,81716074";"42,00132946"
"PARC DE VEHICLES I TALLER MECÀNIC, SERVEIS D'ESCOMBRARIES I DEIXALLERIA";"GIRONA +NETA";"300";"CR";"JOAN TORRÓ I CABRATOSA";"7";"";"N";"11";"";"N";"";"";"";"11456";"484028";"4645483";"2,80725966";"41,96117044"
"DESPATX PROF. MERCANTIL";"CAPELLAS & ASSOCIATS, S.L.";"474";"PL";"POMPEU FABRA";"9";"";"N";"";"";"N";"";"1";"B";"1050";"485241";"4647737";"2,82184077";"41,98149511"
"DESPATX DE METGE";"CENTRE D'AL·LERGIA";"46";"CR";"BERNAT BACIÀ";"6";"";"N";"";"";"N";"";"EN";"A";"1172";"485083";"4647597";"2,81993708";"41,98023120"
"DESPATX D'APARELLADOR";"";"186";"CR";"EMILI GRAHIT";"59";"";"N";"61";"";"N";"";"EN";"2";"1504";"485228";"4647002";"2,82170231";"41,97487497"
"VENDA, LLOGUER I ARRANJAMENTS DE ROBA";"ARREGLO/NUVIS";"560";"RD";"SANT ANTONI MARIA CLARET";"30";"";"N";"32";"";"N";"";"BS";"2";"1335";"485246";"4647441";"2,82190856";"41,97882923"
"BAR";"DIEGO OYA";"332";"PL";"LLIMONER";"6";"";"N";"";"";"N";"";"";"";"8580";"486977";"4646986";"2,84281297";"41,97476171"
"ASSISTÈNCIA SANITÀRIA ACCIDENTS TREBALL";"FREMAP";"186";"CR";"EMILI GRAHIT";"2";"";"N";"0";"";"N";"";"BS";"";"1539";"484828";"4647026";"2,81687373";"41,97508353"
"BAR";"BONES ESTONES";"445";"CR";"PAMPLONA";"3";"";"N";"";"";"N";"";"BS";"1";"5282";"484344";"4646493";"2,81104606";"41,97027352"
"CONSULTORI DENTAL";"CLÍNICA DENTAL SANTA EUGÈNIA";"596";"CR";"SANTA EUGÈNIA";"105";"";"N";"";"";"N";"";"BS";"";"4807";"484055";"4647292";"2,80753644";"41,97746404"
"VENDA DETALL DE ROBA CONFECCIONADA";"ZARA";"296";"CR";"JOAN MARAGALL";"25";"";"N";"0";"";"N";"";"";"";"1332";"485183";"4647471";"2,82114735";"41,97909825"
"BAR RESTAURANT (CAT.1)";"BLESSING";"262";"CR";"RIU GÜELL";"101";"";"N";"";"";"N";"";"BS";"1";"5583";"484385";"4647454";"2,81151537";"41,97892973"
"BAR RESTAURANT (CAT. 3)";"LA GAVINA";"262";"CR";"RIU GÜELL";"101";"";"N";"";"";"N";"";"BS";"2";"5583";"484385";"4647454";"2,81151537";"41,97892973"
"FORN DE PA AMB DEGUSTACIO (GRANJA)";"LA LLUNA";"334";"AV";"LLUÍS PERICOT";"66";"";"N";"";"";"N";"";"BS";"A";"2292";"485320";"4646178";"2,82283331";"41,96745520"
"CENTRE HIPIC D'HIPOTERAPIA";"";"99";"DI";"CAMPDORÀ";"79";"";"N";"";"";"N";"";"";"";"10440";"486822";"4652250";"2,84082403";"42,02217006"
"AMPLIACIO D'APARCAMENT DE VEHICLES";"";"9";"CR";"AGUDES";"16";"";"N";"";"";"N";"";"BS";"2";"5414";"483625";"4647138";"2,80235046";"41,97606820"
"SUPERMERCAT D'ALIMENTACIO";"BON PREU";"591";"CR";"SANT SALVADOR D'HORTA";"40";"";"N";"";"";"N";"";"BS";"1";"2827";"485422";"4646272";"2,82406197";"41,96830372"
"CAFETERIA-BAR A CASA CAN PUNXA";"CAN PUNXA";"575";"PG";"SANT JOAN BOSCO";"2";"";"N";"6";"";"N";"";"BS";"";"6761";"485506";"4650174";"2,82497951";"42,00344921"
"AUTOESCOLA FIGUERES F.P.C.";"FIGUERES F.P.C.";"262";"CR";"RIU GÜELL";"107";"";"N";"";"";"N";"";"BS";"1";"5586";"484364";"4647420";"2,81126279";"41,97862309"
"ELABORACIÓ I VENDA DE PLATS CUINATS";"MERCADAL CUINATS";"272";"CR";"HORTES";"19";"";"N";"0";"";"N";"";"BS";"";"3744";"485284";"4648033";"2,82235242";"41,98416188"
"BAR-RESTAURANT (CAT. 2)";"LES QUATRE ESTACIONS";"79";"CR";"BONAVENTURA CARRERAS I PERALTA";"11";"";"N";"0";"";"N";"";"BS";"";"5813";"485518";"4648153";"2,82517424";"41,98524702"
"BAR-RESTAURANT (CAT. 3)";"DIWANE CHICHA";"262";"CR";"RIU GÜELL";"105";"";"N";"";"";"N";"";"BS";"1";"5587";"484374";"4647443";"2,81138289";"41,97883044"
"BAR-RESTAURANT (CAT. 3)";"SA CABANETA";"449";"CR";"PAU CASALS";"22";"";"N";"";"";"N";"";"BS";"";"4072";"484572";"4647948";"2,81375963";"41,98338270"
"AMPLIACIÓ TALLER D'OXITALL";"OXITER GIRONA";"241";"CR";"RIERA GARRAP";"21";"";"N";"23";"";"N";"";"BS";"";"7716";"483305";"4649114";"2,79843189";"41,99385860"
"BAR-RESTAURANT";"L'ESCURÇÓ";"596";"CR";"SANTA EUGÈNIA";"65";"";"N";"";"";"N";"";"BS";"2";"5566";"";"";"";""
"MAGATZEM DE FERRO";"ACIMETAL, S.A.";"732";"CR";"GEORGE STEPHENSON";"1";"";"N";"0";"";"N";"";"BS";"";"5101";"484052";"4645300";"2,80755424";"41,95952270"
"BAR RESTAURANT (CAT. 3)";"ZANPANZAR";"161";"CR";"CORT REIAL";"10";"";"N";"0";"";"N";"";"";"";"5803";"485523";"4648106";"2,82523576";"41,98482380"
"RESTAURANT";"TOMÀQUET";"15";"CR";"ALBÍ";"34";"";"N";"";"";"N";"";"";"";"10656";"484975";"4645053";"2,81869840";"41,95731618"
"OFICINA BANCÀRIA";"BANKINTER";"359";"PL";"MARQUÈS DE CAMPS";"9";"";"N";"10";"";"N";"";"BS";"";"1109";"484986";"4647778";"2,81876158";"41,98185957"
"CONSULTA D'ESTOMATOLOGIA.";"";"433";"CR";"OLLES";"1";"";"N";"";"";"N";"";"2";"1";"5749";"485464";"4647999";"2,82452617";"41,98385900"
"GRANJA-BAR.";"L'ANTIGA";"684";"PL";"VI";"8";"";"N";"";"";"N";"";"BS";"3";"5721";"485448";"4647909";"2,82433525";"41,98304811"
"CONSULTORI MEDIC";"CENTRE OFTALMOÒGIC DR. J. ALONSO TARRÉS";"359";"PL";"MARQUÈS DE CAMPS";"9";"";"N";"";"";"N";"";"5";"3";"1109";"484986";"4647778";"2,81876158";"41,98185957"
"APARCAMENT DE VEHICLES";"";"149";"CR";"CIUTADANS";"16";"";"N";"";"";"N";"";"ST";"";"24";"485551";"4648009";"2,82557615";"41,98395067"
"REPARACIO I VENDA MOTOCICLETES";"SANTOLAYA MOTOS";"95";"CR";"CAMPCARDÓS";"43";"";"N";"0";"";"N";"";"BS";"";"5675";"483758";"4646902";"2,80396231";"41,97394538"
"VENDA ARTICLES FERRETERIA";"METALCO";"732";"CR";"GEORGE STEPHENSON";"2";"";"N";"0";"";"N";"";"";"";"5103";"484047";"4645209";"2,80749637";"41,95870299"
"AMPLIACIO RESTAURANT";"CAN RIBOT";"408";"CR";"MONTNEGRE";"49";"";"N";"0";"";"N";"";"";"";"10080";"483671";"4646515";"2,80292299";"41,97045801"
"VENDA I MUNTATGE DE RECANVIS D'AUTOMÒBILS";"PADROSA";"596";"CR";"SANTA EUGÈNIA";"71";"";"N";"";"";"N";"";"BS";"";"4707";"484279";"4647409";"2,81023708";"41,97852232"
"LLAR D'INFANTS";"L'ESQUIROL";"344";"CR";"MARE DE DÉU DEL MONT";"22";"";"N";"";"";"N";"";"BS";"";"4524";"484320";"4646881";"2,81074606";"41,97376762"
"BAR-RESTAURANT (CAT. 2)";"MIGDIA";"386";"CR";"MIGDIA";"24";"";"N";"";"";"N";"";"BS";"1";"2697";"485133";"4647191";"2,82055089";"41,97657545"
"IMPREMTA-ARTS GRAFIQUES";"ALZAMORA";"595";"CT";"SANTA COLOMA";"87";"";"N";"0";"";"N";"";"";"";"11458";"483838";"4645493";"2,80496660";"41,96125663"
"CARNISSERIA";"ADACARNISSERS";"125";"CR";"CARME";"155";"";"N";"0";"";"N";"";"BS";"";"470";"485487";"4647101";"2,82482598";"41,97577145"
"RESTAURANT";"EL 9 BURG";"526";"CR";"RIERA DE CAN CAMARET";"3";"";"N";"";"";"N";"";"BS";"2";"6763";"485585";"4650581";"2,82592347";"42,00711635"
"GIMNAS";"DOBER GYM, S.L.";"265";"CR";"GUILLERIES";"3";"";"N";"0";"";"N";"";"";"";"5118";"483952";"4647222";"2,80629510";"41,97683149"
"ESTACIO DE SERVEI";"GALP GIRONA/DIA";"719";"PL";"SALT";"4";"";"N";"0";"";"N";"";"";"";"5058";"484135";"4646048";"2,80853563";"41,96626137"
"MAG. VDA. LLOGUER I EDICIO AUDIOVISUAL";"VIDEOSON";"520";"CR";"REMENCES";"3";"";"N";"0";"";"N";"";"";"";"4296";"484584";"4647642";"2,81391251";"41,98062690"
"RESTAURANT-BAR";"QUÈ TAL";"71";"CR";"BERNAT BOADES";"66";"";"N";"";"";"N";"";"BS";"A";"8846";"484625";"4647700";"2,81440590";"41,98115008"
"BAR-RESTAURANT";"MAS XIRGU";"300";"CR";"JOAN TORRÓ I CABRATOSA";"20";"";"N";"0";"";"N";"";"";"";"11681";"483891";"4645400";"2,80560871";"41,96042010"
"BAR";"EL RINCÓN DE BANI";"138";"CR";"CASTELL DE SOLTERRA";"5";"";"N";"";"";"N";"";"BS";"3";"1918";"485722";"4646778";"2,82767029";"41,97286659"
"MAGATZEM I VENDA MAJOR MATERIAL ELECTRIC";"SEIT, S.A.";"720";"CR";"SALT";"29";"";"N";"";"";"N";"";"BS";"5";"10045";"483651";"4646041";"2,80269478";"41,96618843"
"OBRADOR DE PA";"FORN BOIX";"596";"CR";"SANTA EUGÈNIA";"10";"";"N";"0";"";"N";"";"";"";"3920";"484945";"4647816";"2,81826568";"41,98220104"
"VENDA D'ARTICLES D'ESPORT";"DECATHLON";"782";"CR";"VITÒRIA-GASTEIZ";"4";"";"N";"";"";"N";"";"";"";"8672";"484356";"4645325";"2,81122195";"41,95975396"
"BAR-RESTAURANT (CAT. 3)";"CREPERIA BRETONNE";"161";"CR";"CORT REIAL";"14";"";"N";"0";"";"N";"";"";"";"5807";"485522";"4648126";"2,82522319";"41,98500391"
"BAR-RESTAURANT (CAT.3)";"OISHI";"596";"CR";"SANTA EUGÈNIA";"11";"";"N";"";"";"N";"";"BS";"6";"4214";"484833";"4647700";"2,81691669";"41,98115412"
"REPARACIO CALCAT DE CARACTER ARTESA.";"SABATERIA FONTDELMAS";"330";"RB";"LLIBERTAT";"26";"";"N";"";"";"N";"";"";"";"5745";"485439";"4647971";"2,82422507";"41,98360635"
"DESPATX DE PROCURADOR DELS TRIBUNALS.";"JOAQUIM GARCES PADROSA - PROCURADOR";"386";"CR";"MIGDIA";"14";"";"N";"16";"";"N";"";"EN";"3";"2705";"485144";"4647248";"2,82068223";"41,97708903"
"SUPERMERCAT";"BUSQUETS SUPERMERCATS";"359";"PL";"MARQUÈS DE CAMPS";"5";"";"N";"";"";"N";"";"BS";"1";"3938";"485009";"4647867";"2,81903695";"41,98266160"
"BAR-RESTAURANT";"EL REBOST";"474";"PL";"POMPEU FABRA";"9";"";"N";"0";"";"N";"";"BS";"";"1050";"485241";"4647737";"2,82184077";"41,98149511"
"LLAR D'INFANTS";"ESCOLA BRESSOL MONIS";"493";"CR";"PRÍNCEP";"5";"";"N";"";"";"N";"";"BS";"";"9054";"485044";"4647064";"2,81947987";"41,97542992"
"BAR DE 3^ CATEGORIA.";"EL PETIT CAFÈ";"338";"CR";"MARE DE DÉU DE LA SALUT";"37";"A";"N";"";"";"N";"";"BS";"2";"4756";"484146";"4647231";"2,80863649";"41,97691647"
"BAR";"EL PATI DE CAN MARC";"386";"CR";"MIGDIA";"15";"";"N";"";"";"N";"";"BS";"";"1427";"485162";"4647184";"2,82090111";"41,97651295"
"SUPERMERCAT";"NOVAVENDA";"89";"PL";"FRANCESC CALVET I RUBALCABA";"13";"";"N";"";"";"N";"";"BS";"";"1340";"485279";"4647465";"2,82230629";"41,97904601"
"RESTAURANT";"LA MASSANA";"78";"CR";"BONASTRUC DE PORTA";"10";"";"N";"0";"";"N";"";"BS";"";"4001";"485039";"4648129";"2,81939242";"41,98502191"
"TALLER DE REPARACIO DE VEHICLES";"TALLER DARANAS GIRONA, S.L.";"358";"CR";"MARQUÈS DE CALDES DE MONTBUI";"38";"";"N";"0";"";"N";"";"";"";"2405";"484772";"4646403";"2,81621394";"41,96947130"
"TALLER ELECTRICITAT AUTOMOBIL";"TALLER PALMADA";"212";"CR";"FIGUEROLA";"47";"";"N";"0";"";"N";"";"BS";"";"3963";"484924";"4648089";"2,81800518";"41,98465945"
"PLANTA EXPLOTACIO D'ARIDS";"";"181";"DI";"DOMENY";"1";"";"N";"";"";"N";"";"";"";"10507";"483701";"4648329";"2,80323477";"41,98679669"
"REPARACIÓ I MANTENIMENT D'AUTOMÒBILS";"EURO TALLER";"182";"CR";"JOSEP AMETLLER I VIÑAS";"12";"";"N";"";"";"N";"";"BS";"2";"1794";"485168";"4646794";"2,82098337";"41,97300046"
"RESTAURANT";"CHAPEAU! Caffè gastronomico";"350";"CR";"JOSEP MALUQUER I SALVADOR";"9";"";"N";"";"";"N";"";"BS";"2";"2706";"485118";"4647248";"2,82036840";"41,97708854"
"ALBERG DE JOVENTUT";"ALBERG DE LA JOVENTUT CERVERI DE GIRONA";"149";"CR";"CIUTADANS";"9";"";"N";"0";"";"N";"";"";"";"5728";"485510";"4647999";"2,82508146";"41,98385985"
"BAR-RESTAURANT (CAT. 1)";"RACÓ DE DOMENY";"399";"CR";"MONTBÓ";"8";"";"N";"";"";"N";"";"BS";"";"8359";"483997";"4648829";"2,80679451";"41,99130607"
"MAGATZEM";"GERSAL";"165";"CR";"COSTABONA";"40";"";"N";"";"";"N";"";"";"";"12877";"483468";"4647333";"2,80044997";"41,97782122"
"TALLER D'IMPRESSIO I EDICIO";"PALAHÍ ARTS GRÀFIQUES";"114";"CR";"CANONGE DORCA";"1";"";"N";"0";"";"N";"";"";"";"4217";"484805";"4647758";"2,81657720";"41,98167596"
"VENDA MAJOR PRODUCTES PERRUQUERIA";"EXCLUSIVES SOLER";"71";"CR";"BERNAT BOADES";"8";"";"N";"0";"";"N";"";"";"";"4108";"484879";"4647890";"2,81746707";"41,98286626"
"VENDA ENGROS DE MOBLES";"MARKET CUINA 2000";"300";"CR";"JOAN TORRÓ I CABRATOSA";"17";"";"N";"0";"";"N";"";"";"";"11680";"483899";"4645409";"2,80570500";"41,96050132"
"BAR-RESTAURANT (CAT. 2) I ELABORACIÓ I VENDA DE PLATS PRE AMB CARPA DESMUNTABLE MENJADOR I SALA JOCS";"McDONALD'S";"782";"CR";"VITÒRIA-GASTEIZ";"2";"";"N";"";"";"N";"";"";"";"8673";"484356";"4645391";"2,81122019";"41,96034840"
"TALLER DE REPARACIONS";"GARATGE GIRONA";"190";"CR";"ENRIC CLAUDI GIRBAL I NADAL";"17";"";"N";"";"";"N";"";"BS";"";"1805";"485316";"4646747";"2,82277083";"41,97257992"
"BAR";"TIRAMISU";"334";"AV";"LLUÍS PERICOT";"68";"";"N";"70";"";"N";"";"BS";"L3";"8754";"485315";"4646159";"2,82277345";"41,96728398"
"GRANJA-BAR.";"LA FLECA DE PALAU";"731";"CR";"JOCS OLÍMPICS DE BARCELONA";"7";"";"N";"";"";"N";"";"BS";"2";"3032";"485200";"4645191";"2,82140992";"41,95856336"
"RESTAURANT";"CA LA TRINI";"595";"CT";"SANTA COLOMA";"73";"";"N";"0";"";"N";"";"";"";"5056";"483935";"4645644";"2,80613301";"41,96261862"
"BOTIGA DE JOGUINES";"CASA MALE";"358";"CR";"MARQUÈS DE CALDES DE MONTBUI";"75";"";"N";"0";"";"N";"";"";"";"2234";"485004";"4646361";"2,81901500";"41,96909747"
"TALLER DE PEDRA I MARBRE";"MARBRES RUSTEY";"762";"CR";"MAS RAMADA";"9";"";"N";"0";"";"N";"";"";"";"689";"486681";"4646574";"2,83924961";"41,97104601"
"BAR-RESTAURANT (CAT. 1)";"LA NATA";"560";"RD";"SANT ANTONI MARIA CLARET";"7";"";"N";"";"";"N";"";"BS";"1";"1174";"485051";"4647613";"2,81955040";"41,98037470"
"BOTIGA D'ALIMENTACIÓ";"THAKUR";"338";"CR";"MARE DE DÉU DE LA SALUT";"35";"";"N";"";"";"N";"";"BS";"1";"4757";"484160";"4647220";"2,80880577";"41,97681768"
"RESTAURANT";"EL BALCÓ";"272";"CR";"HORTES";"16";"";"N";"0";"";"N";"";"BS";"";"3805";"485311";"4648088";"2,82267698";"41,98465775"
"BAR-RESTAURANT (CAT. 1)";"B-12";"684";"PL";"VI";"11";"";"N";"";"";"N";"";"BS";"1";"5719";"485462";"4647933";"2,82450365";"41,98326452"
"BAR RESTAURANT (CAT.1)";"EL TOC";"598";"PL";"SANTA EUGÈNIA";"3";"";"N";"";"";"N";"";"BS";"2";"5260";"483723";"4647173";"2,80353237";"41,97638546"
"CONSTRUCCIÓ DE MAQUINÀRIA";"MECANIQUES CARANDELL";"165";"CR";"COSTABONA";"49";"";"N";"0";"";"N";"";"BS";"";"5476";"483484";"4647298";"2,80064408";"41,97750632"
"CENTRE PRODUCCIO PROGRAMES RADIO";"CATALUNYA RADIO";"56";"CR";"BARCELONA";"33";"";"N";"0";"";"N";"";"4";"";"1230";"484958";"4647498";"2,81843075";"41,97933717"
