"Descripcio";"Nom_comercial";"Codi_carrer";"Codi_via";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
"VENDA DE PATINETS I BICICLETES ELÈCTRIQUES";"9 TRANSPORT";"56";"CR";"BARCELONA";"123";"";"N";"";"";"N";"";"BS";"";"11354";"484631";"4646417";"2,81451186";"41,96959466"
"BAR RESTAURANT (CAT. 1)";"BON BON CAFE";"774";"CR";"JOAN ROCA I PINET";"1";"";"N";"";"";"N";"";"BS";"";"1543";"484903";"4646614";"2,81778955";"41,97137423"
"CENTRE D'ESTÈTICA";"ESTIMA'T";"168";"PJ";"CREU DE PALAU";"11";"";"N";"13";"";"N";"";"BS";"2";"11792";"485189";"4646174";"2,82125244";"41,96741672"
"CONSULTA MÈDICA";"ORL LÀSER";"317";"CR";"JULI GARRETA";"9";"";"N";"";"";"N";"";"3";"1";"1208";"485065";"4647494";"2,81972242";"41,97930318"
"PERFUMERIA I COSMÈTICA";"REFAN";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"10";"";"N";"";"";"N";"";"BS";"";"1402";"484973";"4647261";"2,81861787";"41,97720288"
"VENDA I REPARACIÓ D'ARTICLES ELECTRÒNICS";"INFORMATIK@";"585";"AV";"SANT NARCÍS";"115";"";"N";"";"";"N";"";"BS";"";"4880";"484354";"4646308";"2,81117167";"41,96860748"
"OFICINA DE SERVEIS TÈCNICS D'ENGINYERIA";"EMETRES";"720";"CR";"SALT";"25";"";"N";"";"";"N";"";"1";"3";"11956";"483803";"4646092";"2,80452775";"41,96665091"
"CENTRE DE CULTE";"MEZQUITA  ASSALAM";"12";"CR";"ALACANT";"28";"";"N";"";"";"N";"";"";"";"11696";"484304";"4645997";"2,81057653";"41,96580541"
"PASTISSERIA AMB OBRADOR (ARTESANAL)";"OH MAMA";"296";"CR";"JOAN MARAGALL";"39";"";"N";"";"";"N";"";"BS";"2";"2711";"485087";"4647265";"2,81999379";"41,97724107"
"BOTIGA D'OBJECTES DE REGAL";"EL CLAUSTRE";"427";"CR";"NOU";"9";"";"N";"";"";"N";"";"BS";"1";"3669";"485266";"4647862";"2,82213942";"41,98262141"
"BOTIGA DE MATALASSOS I MOBILIARI INFANTIL";"INMYBED";"576";"CR";"SANT JOAN BAPTISTA DE LA SALLE";"33";"";"N";"";"";"N";"";"BS";"";"1395";"485001";"4647310";"2,81895459";"41,97764474"
"VENDA D'EQUIPS ELECTRODOMÈSTICS I MOBILIARI DE CUINA";"BULTHAUP";"56";"CR";"BARCELONA";"16";"";"N";"";"";"N";"";"BS";"4";"1096";"484974";"4647697";"2,81861879";"41,98112980"
"OFICINA BANCÀRIA";"SABADELL ATLÁNTICO";"330";"RB";"LLIBERTAT";"50";"";"N";"";"";"N";"";"BS";"A";"5782";"485472";"4648061";"2,82462121";"41,98441756"
"VENDA DE PRODUCTES ECOLÒGICS";"EL REBOST";"195";"CR";"ESPORT";"11";"";"N";"";"";"N";"";"BS";"";"7295";"485172";"4649131";"2,82097269";"41,99404908"
"BOTIGA D'INFORMÀTICA";"MICROGESTIÓ";"560";"RD";"SANT ANTONI MARIA CLARET";"25";"";"N";"";"";"N";"";"BS";"";"1185";"485148";"4647563";"2,82072255";"41,97992621"
"BAR-RESTAURANT (CAT. 1)";"EL REMEI";"346";"CR";"MARE DE DÉU DEL REMEI";"36";"";"N";"";"";"N";"";"BS";"2";"11793";"484366";"4647374";"2,81128816";"41,97820882"
"TALLER DE REPARACIÓ DE VEHICLES";"GIROMECANIC";"408";"CR";"MONTNEGRE";"1";"";"N";"";"";"N";"";"BS";"";"5129";"483916";"4647180";"2,80586172";"41,97645247"
"COMERÇ AL DETALL DE ROBA";"METROPOLIS";"560";"RD";"SANT ANTONI MARIA CLARET";"11";"";"N";"";"";"N";"";"BS";"1";"1172";"485083";"4647597";"2,81993708";"41,98023120"
"MAGATZEM DE PRODUCTES DE PARAFARMÀCIA";"XARXA FARMACÈUTICA, SL";"105";"CR";"CAN SUNYER";"58";"";"N";"";"";"N";"";"BS";"";"8318";"484003";"4649019";"2,80686178";"41,99301746"
"TALLER MECÀNIC DE VEHICLES";"TALLER MECÀNIC ARIEL";"86";"CR";"RIERA BULLIDORS";"16";"";"N";"";"";"N";"";"BS";"";"8343";"484034";"4648878";"2,80723988";"41,99174815"
"TALLER DE REPARACIÓ D'EQUIPS D'INJECCIÓ";"";"99";"DI";"CAMPDORÀ";"44";"";"N";"";"";"N";"";"";"";"10405";"486229";"4652361";"2,83365866";"42,02315964"
"CONSULTORI DENTAL I ESTÈTICA";"GROBER CLÍNICA DENTAL";"172";"CR";"CRISTÒFOR GROBER";"3";"";"N";"";"";"N";"";"BS";"2";"3693";"485154";"4647895";"2,82078659";"41,98291653"
"VENDA D'ARTICLES DE DROGUERIA, PERFUMERIA, HIGIENE I ALTRES";"CLAREL";"166";"CR";"CREU";"39";"";"N";"";"";"N";"";"BS";"3";"2634";"485054";"4647103";"2,81959958";"41,97578137"
"VENDA DE ROBA DE CASA, TELES I ARRANJAMENTS DE ROBA";"";"434";"PG";"OLOT";"99";"";"N";"";"";"N";"";"BS";"3";"5657";"483707";"4646957";"2,80334523";"41,97443969"
"BOTIGA D'ALIMENTACIÓ I BEGUDES";"";"24";"CR";"ANDREU TUYET I SANTAMARIA";"31";"";"N";"";"";"N";"";"BS";"5";"1917";"485762";"4646750";"2,82815375";"41,97261512"
"DESPATX D'ADVOCATTS";"";"184";"CR";"FRANCESC EIXIMENIS";"11";"";"N";"";"";"N";"";"1";"";"3769";"485199";"4648052";"2,82132585";"41,98433142"
"HABITATGE D'ÚS TURÍSTIC";"GIROROOMS";"125";"CR";"CARME";"44";"";"N";"";"";"N";"";"3";"1";"11798";"485696";"4646938";"2,82735259";"41,97430718"
"BOTIGA DE FRUITES I QUEVIURES";"LA PAU 2";"188";"CR";"EMPÚRIES";"33";"";"N";"";"";"N";"";"BS";"2";"5313";"484272";"4646417";"2,81017912";"41,96958758"
"DISTRIBUCIÓ I VENDA D'ALIMENTS EN CONSERVA";"COMERCIAL GERMANS ROBLES";"805";"CR";"BESCANÓ";"35";"";"N";"";"";"N";"";"";"";"10093";"483387";"4649066";"2,79942327";"41,99342801"
"BAR SENSE ELEMENTS DE COCCIÓ AMB FLECA I OBRADOR";"LES DELÍCIES";"334";"AV";"LLUÍS PERICOT";"36";"";"N";"";"";"N";"";"BS";"1";"2225";"485396";"4646444";"2,82374392";"41,96985238"
"CENTRE DE MASSATGES";"";"78";"CR";"BONASTRUC DE PORTA";"26";"";"N";"";"";"N";"";"BS";"1";"3956";"484956";"4648023";"2,81839317";"41,98406562"
"CENTRE DE CULTE";"ASOCIACIÓN CULTURAL GITANA FUENTE DE VIDA";"552";"CR";"ROSSELLÓ";"29";"";"N";"";"";"N";"";"BS";"";"4921";"484192";"4646388";"2,80921439";"41,96932478"
"COMERÇ AL DETALL DE PLANTES I HERBES";"HERBORISTERIA ARRELS";"350";"CR";"JOSEP MALUQUER I SALVADOR";"18";"";"N";"";"";"N";"";"BS";"";"1448";"485207";"4647194";"2,82144402";"41,97660386"
"VENDA ON-LINE DE BÉNS DE COL·LECCIONISME I CONSUM";"MILITARIA-GIRONA.CAT";"182";"CR";"JOSEP AMETLLER I VIÑAS";"26";"";"N";"";"";"N";"";"BS";"";"1818";"485268";"4646784";"2,82219057";"41,97291227"
"BARBERIA";"MS BARBERSHOP";"607";"CR";"SARAGOSSA";"18";"";"N";"";"";"N";"";"BS";"1";"9059";"484771";"4646621";"2,81619623";"41,97143474"
"BOTIGA D'ARTICLES PER A LA LLAR";"LA PERLA GRIS";"359";"PL";"MARQUÈS DE CAMPS";"12";"";"N";"";"";"N";"";"BS";"";"10299";"484968";"4647751";"2,81854499";"41,98161604"
"OFICINA IMMOBILIÀRIA";"SELECTIA";"172";"CR";"CRISTÒFOR GROBER";"5";"";"N";"";"";"N";"";"BS";"1";"3692";"485155";"4647916";"2,82079813";"41,98310569"
"CONSULTA DENTAL";"GLOBAL DENTAL GIRONA";"56";"CR";"BARCELONA";"35";"";"N";"";"";"N";"";"EN";"B";"1229";"484942";"4647480";"2,81823808";"41,97917474"
"BOTIGA DE ROBA I CALÇAT";"PRIVATA";"671";"CR";"ULTÒNIA";"16";"";"N";"";"";"N";"";"BS";"";"1338";"485212";"4647392";"2,82149939";"41,97838727"
"BOTIGA AMB DEGUSTACIÓ";"EL RACÓ DEL IOGURT";"433";"CR";"OLLES";"1";"";"N";"";"";"N";"";"BS";"2";"5749";"485464";"4647999";"2,82452617";"41,98385900"
"COMERÇ AL DETALL DE BIJUTERIA I COMPLEMENTS";"BONAVENTURA";"79";"CR";"BONAVENTURA CARRERAS I PERALTA";"2";"";"N";"";"";"N";"";"BS";"A";"5898";"485564";"4648120";"2,82573036";"41,98495064"
"AGÈNCIA DE PUBLICITAT I COMUNICACIÓ";"FRAME GIRONA";"225";"CR";"FORÇA";"20";"";"N";"";"";"N";"";"1";"";"5942";"485521";"4648314";"2,82520649";"41,98669714"
"BUGADERIA NO INDUSTRIAL EN RÈGIM D'AUTOSERVEI";"LA WASH";"556";"CR";"RUTLLA";"95";"";"N";"";"";"N";"";"BS";"1";"1705";"485277";"4646912";"2,82229599";"41,97406529"
"BOTIGA DE ROBA";"DELICADA GRETA";"426";"CR";"NORD";"11";"";"N";"";"";"N";"";"BS";"1";"3821";"485300";"4648121";"2,82254337";"41,98495477"
"CARNISSERIA-XARCUTERIA";"CAN KIKU";"560";"RD";"SANT ANTONI MARIA CLARET";"7";"";"N";"";"";"N";"";"BS";"2";"1174";"485051";"4647613";"2,81955040";"41,98037470"
"ACONDICIONAMENT FÍSIC DIRIGIT";"SiGA Fit_Health & Fitness";"772";"PG";"RAMON BERENGUER II, ""CAP D'ESTOPES""";"3";"";"N";"";"";"N";"";"BS";"3";"8698";"484227";"4646542";"2,80963267";"41,97071251"
"BOTIGA D'ARTICLES DE LA LLAR I FERRETERIA";"DECO MIGDIA";"386";"CR";"MIGDIA";"84";"";"N";"";"";"N";"";"BS";"";"1671";"484947";"4646445";"2,81832492";"41,96985294"
"COMERÇ AL MENOR DE PRODUCTES COSMÈTICS ECOLÒGICS";"ECO ESTÈTICA";"358";"CR";"MARQUÈS DE CALDES DE MONTBUI";"101";"";"N";"";"";"N";"";"BS";"1";"2211";"485162";"4646294";"2,82092356";"41,96849701"
"BOTIGA DE ROBA, COMPLEMENTS I ARTICLES DE REGAL";"COMUNAL";"379";"CR";"MERCADERS";"6";"";"N";"";"";"N";"";"BS";"3";"5739";"485475";"4647972";"2,82465962";"41,98361602"
"CONSULTORI MÈDIC";"CARDIA";"313";"PL";"JOSEP PLA";"4";"";"N";"";"";"N";"";"2";"7";"3709";"485254";"4647966";"2,82199195";"41,98355788"
"HABITATGE D'ÚS TURÍSTIC";"";"517";"PJ";"REI MARTÍ";"11";"";"N";"";"";"N";"";"1";"A";"6110";"485531";"4648535";"2,82532177";"41,98868780"
"REPARACIÓ I VENDA D'APARELLS INFORMÀTICS I MÒBILS";"INFORMATICA MV";"9";"CR";"AGUDES";"25";"";"N";"";"";"N";"";"BS";"B";"5245";"483685";"4647067";"2,80307664";"41,97542997"
"ACADÈMIA D'IDIOMES";"""A""";"386";"CR";"MIGDIA";"9";"";"N";"";"";"N";"";"EN";"F";"1412";"485183";"4647231";"2,82115340";"41,97693665"
"VENDA DE IOGURT GELAT";"LLAGURT";"386";"CR";"MIGDIA";"12";"";"N";"";"";"N";"";"BS";"2";"2717";"485162";"4647268";"2,82089899";"41,97726951"
"PERRUQUERIA";"PERRUQUERIA MIREIA";"512";"CR";"RAMON MUNTANER";"3";"";"N";"";"";"N";"";"BS";"18";"5499";"484529";"4647293";"2,81325779";"41,97748250"
"VENDA DE MENJARS PER EMPORTAR";"HAPPY GIRONA";"166";"CR";"CREU";"33";"";"N";"35";"";"N";"";"BS";"4";"2621";"485114";"4647081";"2,82032434";"41,97558435"
"BOTIGA I REPARACIÓ DE BICICLETES";"BARTRI BIKE";"408";"CR";"MONTNEGRE";"39";"";"N";"";"";"N";"";"BS";"";"10321";"483838";"4646775";"2,80493138";"41,97280318"
"DESPATX DE PSICOPEDAGOGIA";"PAUTA";"523";"CR";"RIERA BUGANTÓ";"3";"";"N";"";"";"N";"";"BS";"7";"10123";"485524";"4646157";"2,82529581";"41,96726983"
"CENTRE D'ESTÈTICA";"SUN SYMBOLS";"689";"RB";"XAVIER CUGAT";"44";"";"N";"";"";"N";"";"BS";"2";"7466";"484545";"4648959";"2,81340711";"41,99248788"
"BOTIGA DE MATERIAL INFORMÀTIC";"NEW PROJECT";"334";"AV";"LLUÍS PERICOT";"36";"";"N";"";"";"N";"";"BS";"2";"2225";"485396";"4646444";"2,82374392";"41,96985238"
"BOTIGA DE ROBA";"CANELA FINA";"51";"CR";"BALLESTERIES";"43";"";"N";"";"";"N";"";"BS";"";"6013";"485471";"4648274";"2,82460387";"41,98633596"
"REPARACIÓ D'ELECTRODOMÈSTICS";"ELECTRO SERVEI GIRONA";"95";"CR";"CAMPCARDÓS";"49";"";"N";"51";"";"N";"";"BS";"1";"5672";"483720";"4646890";"2,80350399";"41,97383652"
"OFICINA D'ASSESSORAMENT ENERGÈTIC";"ENERGIA I CONTROL";"169";"TR";"CREU";"39";"";"N";"";"";"N";"";"BS";"1";"1504";"485228";"4647002";"2,82170231";"41,97487497"
"MAGATZEM I OFICINA DE DISTRIBUCIÓ D'ARTICLES DE DECORACIÓ I REGAL";"ad";"607";"CR";"SARAGOSSA";"16";"";"N";"";"";"N";"";"BS";"";"1615";"484755";"4646629";"2,81600291";"41,97150648"
"CENTRE DE FORMACIÓ";"IDEA";"313";"PL";"JOSEP PLA";"4";"";"N";"";"";"N";"";"1";"2";"3709";"485254";"4647966";"2,82199195";"41,98355788"
"BOTIGA DE FRUITES I VERDURES";"AL CISTELL";"386";"CR";"MIGDIA";"117";"";"S";"";"";"N";"";"BS";"2";"2178";"485011";"4646458";"2,81909701";"41,96997125"
"DESPATX DE PSICOLOGIA";"";"52";"CR";"JAUME BALMES";"6";"";"N";"";"";"N";"";"1";"";"2626";"485020";"4647065";"2,81919017";"41,97543847"
"HABITATGE D'ÚS TURÍSTIC";"GIROROOMS";"125";"CR";"CARME";"44";"";"N";"";"";"N";"";"4";"1";"11798";"485696";"4646938";"2,82735259";"41,97430718"
"BOTIGA DE DISCOS I MARXANDATGE";"MOBY DISK RECORDS";"330";"RB";"LLIBERTAT";"46";"";"N";"";"";"N";"";"BS";"";"5761";"485463";"4648051";"2,82451281";"41,98432733"
"HABITATGE D'ÚS TURÍSTIC";"";"449";"CR";"PAU CASALS";"32";"";"N";"";"";"N";"";"5";"8";"4194";"484437";"4647877";"2,81213185";"41,98274057"
"HABITATGE D'ÚS TURÍSTIC";"";"449";"CR";"PAU CASALS";"32";"";"N";"";"";"N";"";"2";"4";"4194";"484437";"4647877";"2,81213185";"41,98274057"
"BARBERIA";"MARC DISSENY";"434";"PG";"OLOT";"22";"";"N";"";"";"N";"";"BS";"2";"5632";"484294";"4647219";"2,81042322";"41,97681136"
"SALA D'EXPOSICIONS";"";"474";"PL";"POMPEU FABRA";"1";"";"N";"";"";"N";"";"";"";"11937";"485249";"4647665";"2,82193915";"41,98084678"
"BOTIGA D'ESPORTS";"SKATIDOR SKATES";"449";"CR";"PAU CASALS";"8";"";"N";"";"";"N";"";"BS";"3";"4179";"484720";"4648030";"2,81554408";"41,98412413"
"BOTIGA D'ALIMENTACIÓ";"LOCAL MARKET";"79";"CR";"BONAVENTURA CARRERAS I PERALTA";"2";"";"N";"";"";"N";"";"BS";"B";"5898";"485564";"4648120";"2,82573036";"41,98495064"
"OFICINA D'OBRES I SERVEIS DE LAMPISTERIA";"CATAR";"186";"CR";"EMILI GRAHIT";"21";"";"N";"23";"";"N";"";"BS";"1";"2639";"485027";"4647050";"2,81927504";"41,97530350"
"BAR-RESTAURANT (CAT. 3) I PLATS PER EMPORTAR";"";"596";"CR";"SANTA EUGÈNIA";"49";"";"N";"";"";"N";"";"BS";"1";"5574";"484482";"4647520";"2,81268449";"41,97952608"
"PERRUQUERIA";"RUT'S BARBER SHOP";"262";"CR";"RIU GÜELL";"66";"";"N";"";"";"N";"";"";"";"9357";"484652";"4647939";"2,81472558";"41,98330320"
"HABITATGE D'ÚS TURÍSTIC";"";"30";"CR";"ANTIC ROCA";"23";"";"N";"";"";"N";"";"1";"1";"1697";"485350";"4646877";"2,82317796";"41,97375142"
"PERRUQUERIA";"FERRAN BARBER SHOP";"585";"AV";"SANT NARCÍS";"77";"";"N";"";"";"N";"";"BS";"1";"4674";"484529";"4646925";"2,81326747";"41,97416805"
"VENDA I REPARACIÓ DE BICICLETES I ACCESSORIS";"BROKEN BIKES";"198";"PL";"EUROPA";"3";"";"N";"";"";"N";"";"BS";"3";"4631";"484618";"4647092";"2,81433731";"41,97567390"
"SUPERMERCAT";"ALDI";"595";"CT";"SANTA COLOMA";"50";"";"N";"56";"";"N";"";"BS";"2";"8831";"483982";"4645871";"2,80669400";"41,96466410"
"BOTIGA DE BICICLETES AMB TALLER";"BIKING POINT";"56";"CR";"BARCELONA";"33";"";"N";"";"";"N";"";"BS";"1";"1230";"484958";"4647498";"2,81843075";"41,97933717"
"HERBORISTERIA I DIETÈTICA";"NUTRIMEL";"56";"CR";"BARCELONA";"7";"";"N";"";"";"N";"";"BS";"2";"1159";"485014";"4647689";"2,81910184";"41,98105851"
"ACADÈMIA D'IDIOMES";"EIS";"585";"AV";"SANT NARCÍS";"30";"";"N";"";"";"N";"";"BS";"2";"5501";"484546";"4647288";"2,81346312";"41,97743780"
"DESPATX DE PSICOLOGIA";"VEIE GIRONA";"635";"CR";"RIU TERRI";"7";"";"N";"";"";"N";"";"BS";"1";"2367";"484818";"4646342";"2,81677069";"41,96892278"
"GALERIA I BOTIGA D'OBJECTES DE REGAL";"ART EN BRUT GALLERY SHOP";"161";"CR";"CORT REIAL";"3";"";"N";"";"";"N";"";"BS";"B";"5791";"485513";"4648096";"2,82511528";"41,98473355"
"OFICINA BANCÀRIA";"ARQUIA CAIXA D'ARQUITECTES";"684";"PL";"VI";"4";"";"N";"";"";"N";"";"BS";"2";"77";"485464";"4647865";"2,82452948";"41,98265211"
"CONSULTA DENTAL";"DENTAL DEVESA";"449";"CR";"PAU CASALS";"16";"";"N";"";"";"N";"";"BS";"L2";"4184";"484620";"4647981";"2,81433819";"41,98368086"
"GIMNÀS";"CROSSFIT LA GUARIDA";"12";"CR";"ALACANT";"37";"";"N";"";"";"N";"";"";"";"10834";"484332";"4645954";"2,81091559";"41,96541868"
"AUTOSERVEI DE PRODUCTES ECOLÒGICS";"BIO'S ECOMERCAT";"689";"RB";"XAVIER CUGAT";"40";"";"N";"";"";"N";"";"BS";"";"7445";"484609";"4648962";"2,81417971";"41,99251615"
"XARCUTERIA";"EL REBOST";"596";"CR";"SANTA EUGÈNIA";"6";"";"N";"";"";"N";"";"BS";"";"3918";"484961";"4647820";"2,81845872";"41,98223737"
"BAR AMB VENDA DE PA";"GRANIER";"359";"PL";"MARQUÈS DE CAMPS";"17";"";"N";"";"";"N";"";"BS";"2";"1148";"485049";"4647811";"2,81952123";"41,98215798"
"BOTIGA D'ACCESSORIS DE TELEFONIA";"";"596";"CR";"SANTA EUGÈNIA";"46";"";"N";"";"";"N";"";"BS";"1";"4249";"484665";"4647663";"2,81488971";"41,98081762"
"BOTIGA D'ALIMENTACIÓ";"ALIMENTACIÓ SABORES LATINOS";"596";"CR";"SANTA EUGÈNIA";"41";"";"N";"";"";"N";"";"BS";"1";"5577";"484510";"4647532";"2,81302215";"41,97963471"
"ASSESSORIA D'EMPRESES";"GESTIONS 9 ASSESSORS, SL";"276";"CR";"IBÈRIA";"9";"";"N";"";"";"N";"";"AT";"A";"4241";"484646";"4647535";"2,81466370";"41,97966440"
"CONSULTA MÈDICA I CENTRE DE FORMACIÓ";"CÀRDIA (ADVANCED CARDIOVASCULAR MEDICINE)";"472";"PL";"POETA MARQUINA";"9";"";"N";"";"";"N";"";"1";"E";"1119";"484886";"4647600";"2,81755903";"41,98025447"
"MAGATZEM DE PRODUCTES ALIMENTARIS I DE LA LLAR I PREPARACIÓ COMANDES PER INTERNET";"IQUODRIVE";"595";"CT";"SANTA COLOMA";"106";"";"N";"";"";"N";"";"BS";"1";"12933";"483530";"4645297";"2,80125534";"41,95948495"
"CENTRE DE MEDICINA TRADICIONAL XINESA";"CENTRE DE MEDICINA TRADICIONAL XINESA";"504";"PT";"PUIGNEULÓS";"4";"";"N";"";"";"N";"";"5";"3";"5331";"484067";"4646763";"2,80769562";"41,97269976"
"SERVEIS DE COPISTERIA I RETOLACIÓ";"DTM GRAPHICS GIRONA, SL";"209";"RD";"FERRAN PUIG";"27";"";"N";"";"";"N";"";"BS";"";"4102";"484883";"4648030";"2,81751176";"41,98412727"
"VENDA DE MAQUINÀRIA D'HOSTELERIA";"SANCHEZ HOSTELERIA";"242";"CR";"GARROTXA";"16";"";"N";"";"";"N";"";"BS";"2";"4722";"484207";"4647334";"2,80937002";"41,97784538"
"TALLER DE REPARACIÓ, XAPA I PINTUA DE VEHICLES";"CLASSIC AUTO GIRONA";"733";"CR";"TRENS PETITS";"19";"";"N";"";"";"N";"";"";"";"10149";"484097";"4645388";"2,80809488";"41,96031620"
"OFICINA D'ORGANISME DE CONTROL AUTORITZAT EN SEGURETAT INDUSTRIAL";"APPLUS";"29";"CR";"ANSELM CLAVÉ I CAMPS";"32";"";"N";"";"";"N";"";"3";"";"3828";"485268";"4648150";"2,82215634";"41,98521536"
"CENTRE DE CULTE";"";"56";"CR";"BARCELONA";"50";"";"N";"";"";"N";"";"BS";"1";"1135";"484838";"4647279";"2,81698790";"41,97736241"
"CONSULTA DE PSICOLOGIA";"TD3 TERAPEUTES";"114";"CR";"CANONGE DORCA";"33";"";"S";"";"";"N";"";"BS";"";"4228";"484742";"4647882";"2,81581350";"41,98279157"
"BOTIGA D'ARTICLES DE REGAL";"LA TEMPORAL GIRONINA";"225";"CR";"FORÇA";"2";"";"N";"";"";"N";"";"BS";"2";"5929";"485538";"4648181";"2,82541499";"41,98549957"
"FLORISTERIA";"FLORISTERIA NENÚFAR";"596";"CR";"SANTA EUGÈNIA";"43";"";"N";"";"";"N";"";"BS";"";"12026";"484504";"4647529";"2,81294981";"41,97960758"
"COMERÇ D'IMPRESSIÓ DIGITAL";"3DCOPY";"140";"PL";"CATALUNYA";"7";"";"N";"";"";"N";"";"BS";"1";"87";"485410";"4647803";"2,82387916";"41,98209270"
"BAR SENSE ELEMENTS DE COCCIÓ";"EL PATI DE LA VEÏNA";"51";"CR";"BALLESTERIES";"45";"";"N";"";"";"N";"";"BS";"1";"6014";"485470";"4648283";"2,82459157";"41,98641700"
"SERVEIS PUBLICITARIS";"FRAME GIRONA";"488";"CR";"POU RODÓ";"17";"";"N";"";"";"N";"";"BS";"";"6089";"485493";"4648563";"2,82486232";"41,98893928"
"HABITATGE D'ÚS TURÍSTIC";"CAN SUNYER";"99";"DI";"CAMPDORÀ";"91";"";"N";"";"";"N";"";"";"";"10452";"487091";"4651402";"2,84409191";"42,01453692"
"BOTIGA DE ROBA";"COTTON";"593";"CR";"SANTA CLARA";"46";"";"N";"";"";"N";"";"BS";"2";"3740";"485379";"4648062";"2,82349851";"41,98442485"
"HABITATGE D'ÚS TURÍSTIC";"";"211";"CR";"FERRERIES VELLES";"1";"";"N";"";"";"N";"";"2";"3";"11007";"485467";"4647954";"2,82456349";"41,98345376"
"BOTIGA D'ACCESSORIS DE MÒBIL";"COVERSTORE";"36";"CR";"ARGENTERIA";"10";"";"N";"";"";"N";"";"BS";"1";"5819";"485471";"4648097";"2,82460824";"41,98474178"
"BOTIGA DE PLATS CUINATS";"LA VIANDA";"172";"CR";"CRISTÒFOR GROBER";"2";"";"N";"";"";"N";"";"BS";"";"3699";"485193";"4647882";"2,82125770";"41,98280017"
"BOTIGA DE ROBA";"TENTATIONS";"427";"CR";"NOU";"27";"";"N";"";"";"N";"";"BS";"1";"3659";"485192";"4647856";"2,82124629";"41,98256598"
"HABITATGE D'ÚS TURÍSTIC";"";"612";"CR";"SÈQUIA";"25";"";"N";"";"";"N";"";"2";"2";"3931";"485000";"4647896";"2,81892756";"41,98292262"
"FABRICACIÓ I VENTA DE PLANTILLES ORTOPÈDIQUES";"INSOLER";"288";"CR";"IMPRESSORS OLIVA";"2";"";"N";"";"";"N";"";"BS";"A";"4224";"484776";"4647819";"2,81622556";"41,98222481"
"EMPRESA DE MISSATGERIA";"GIRONA MISSATGERS";"576";"CR";"SANT JOAN BAPTISTA DE LA SALLE";"8";"";"N";"";"";"N";"";"BS";"2";"1273";"485286";"4647265";"2,82239579";"41,97724481"
"SERVEI TÈCNIC INFORMÀTICA";"EL TEU AMIC INFORMÀTIC";"434";"PG";"OLOT";"58";"";"N";"";"";"N";"";"BS";"3";"5146";"483936";"4647057";"2,80610649";"41,97534506"
"OFICINA ASSOCIACIÓ TURÍSTICA D'APARTAMENTS (ATA)";"ASSOCIACIÓ TURÍSTICA D'APARTAMENTS (ATA)";"211";"CR";"FERRERIES VELLES";"3";"";"N";"";"";"N";"";"BS";"";"5739";"485475";"4647972";"2,82465962";"41,98361602"
"HABITATGE D'ÚS TURÍSTIC";"GIRONA APARTMENTS";"771";"PL";"RAFAEL ALBERTI";"1";"";"N";"";"";"N";"1";"AT";"";"7761";"484165";"4649165";"2,80881372";"41,99433570"
"OFICINA DE TREBALL TEMPORAL";"IMAN TEMPORING";"386";"CR";"MIGDIA";"37";"";"N";"";"";"N";"";"3";"1";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"RELLOTGERIA, BIJUTERIA I COMPLEMENTS";"ICE WATCH";"36";"CR";"ARGENTERIA";"14";"";"N";"";"";"N";"";"BS";"";"5821";"485485";"4648103";"2,82477710";"41,98479608"
"CENTRE DE TERÀPIES ALTERNATIVES I VENDA DE PRODUCTES RELACIONATS";"CENTRE VITAL";"402";"AV";"MONTILIVI";"33";"";"N";"";"";"N";"";"BS";"1";"10983";"485594";"4646371";"2,82613536";"41,96919854"
"FARMÀCIA";"FARMÀCIA OLGA GAIRÍN";"596";"CR";"SANTA EUGÈNIA";"46";"";"N";"";"";"N";"";"BS";"3";"4249";"484665";"4647663";"2,81488971";"41,98081762"
"HABITATGE D'ÚS TURÍSTIC";"";"262";"CR";"RIU GÜELL";"12";"";"N";"";"";"N";"";"1";"B";"3981";"484919";"4648164";"2,81794290";"41,98533485"
"COMERÇ AL DETALL D'ARTICLES DE TELEFONIA, FOTOGRAFIA I ACCESSORIS";"MEDIASTORE";"350";"CR";"JOSEP MALUQUER I SALVADOR";"16";"";"S";"";"";"N";"";"BS";"";"1430";"485187";"4647199";"2,82120249";"41,97664852"
"VENDA I REPARACIÓ DE TELÈFONS MÒBILS I TABLETS";"MOOBY";"576";"CR";"SANT JOAN BAPTISTA DE LA SALLE";"3";"";"N";"";"";"N";"";"BS";"2";"1486";"485302";"4647227";"2,82258986";"41,97690286"
"OFICINA DE SERVEIS DE MISSATGERIA I MERCADERIES";"";"440";"CR";"PALAFRUGELL";"26";"";"N";"28";"";"N";"";"BS";"1";"10984";"485562";"4648895";"2,82568717";"41,99193076"
"COMERÇ AL DETALL DE BEGUDES";"EL MASET DEL LLEÓ";"75";"CR";"BISBE SIVILLA";"4";"";"N";"";"";"N";"";"BS";"1";"4240";"484663";"4647560";"2,81486826";"41,97988989"
